"baseline","model","sespec_case_id","baseline_case_id","sespec_path","baseline_path","sespec_func","baseline_func","signature","body_hash","case_id_aligned","coverage"
"autospec","gpt-5.4-mini","232","232","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/232/foo91.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/232/FormalBench_0091_merged.c","foo91","countPairs","","","1","ok"
"autospec","gpt-5.4-mini","233","233","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/233/foo233.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/233/FormalBench_0092_merged.c","foo233","bigDiff","","","1","ok"
"autospec","gpt-5.4-mini","234","234","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/234/foo234.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/234/FormalBench_0093_merged.c","foo234","bigDiff","","","1","ok"
"autospec","gpt-5.4-mini","235","235","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/235/foo235.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/235/FormalBench_0094_merged.c","foo235","bigDiff","","","1","ok"
"autospec","gpt-5.4-mini","245","245","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/245/foo104.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/245/FormalBench_0104_merged.c","foo104","getPairsCount","","","1","ok"
"autospec","gpt-5.4-mini","247","247","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/247/foo247.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/247/FormalBench_0106_merged.c","foo247","getInvCount","","","1","ok"
"autospec","gpt-5.4-mini","250","250","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/250/foo250.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/250/FormalBench_0109_merged.c","foo250","findFirstMissing","","","1","ok"
"autospec","gpt-5.4-mini","253","253","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/253/foo253.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/253/FormalBench_0115_merged.c","foo253","getInvCount","","","1","ok"
"autospec","gpt-5.4-mini","254","254","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/254/foo254.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/254/FormalBench_0116_merged.c","foo254","findFirstMissing","","","1","ok"
"autospec","gpt-5.4-mini","255","255","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/255/foo255.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/255/FormalBench_0118_merged.c","foo255","leftInsertion","","","1","ok"
"autospec","gpt-5.4-mini","256","256","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/256/foo256.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/256/FormalBench_0119_merged.c","foo256","leftInsertion","","","1","ok"
"autospec","gpt-5.4-mini","257","257","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/257/foo257.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/257/FormalBench_0120_merged.c","foo257","leftInsertion","","","1","ok"
"autospec","gpt-5.4-mini","260","260","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/260/foo260.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/260/FormalBench_0123_merged.c","foo260","findFixedPoint","","","1","ok"
"autospec","gpt-5.4-mini","261","261","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/261/foo261.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/261/FormalBench_0127_merged.c","foo261","rightInsertion","","","1","ok"
"autospec","gpt-5.4-mini","262","262","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/262/foo262.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/262/FormalBench_0129_merged.c","foo262","leftInsertion","","","1","ok"
"autospec","gpt-5.4-mini","263","263","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/263/foo263.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/263/FormalBench_0130_merged.c","foo263","findFixedPoint","","","1","ok"
"autospec","gpt-5.4-mini","264","264","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/264/foo264.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/264/FormalBench_0139_merged.c","foo264","seqLinear","","","1","ok"
"autospec","gpt-5.4-mini","265","265","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/265/foo265.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/265/FormalBench_0142_merged.c","foo265","getOddOccurrence","","","1","ok"
"autospec","gpt-5.4-mini","267","267","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/267/foo267.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/267/FormalBench_0144_merged.c","foo267","getOddOccurrence","","","1","ok"
"autospec","gpt-5.4-mini","270","270","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/270/foo270.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/270/FormalBench_0147_merged.c","foo270","countNoOfWays","","","1","ok"
"autospec","gpt-5.4-mini","271","271","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/271/foo271.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/271/FormalBench_0148_merged.c","foo271","getOddOccurrence","","","1","ok"
"autospec","gpt-5.4-mini","272","272","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/272/foo272.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/272/FormalBench_0152_merged.c","foo272","uniqueElement","","","1","ok"
"autospec","gpt-5.4-mini","273","273","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/273/foo273.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/273/FormalBench_0153_merged.c","foo273","sumOfSubarrayProd","","","1","ok"
"autospec","gpt-5.4-mini","274","274","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/274/foo274.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/274/FormalBench_0154_merged.c","foo274","sumEvenAndEvenIndex","","","1","ok"
"autospec","gpt-5.4-mini","275","275","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/275/foo275.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/275/FormalBench_0155_merged.c","foo275","pairOrSum","","","1","ok"
"autospec","gpt-5.4-mini","277","277","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/277/foo277.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/277/FormalBench_0158_merged.c","foo277","getGcd","","","1","ok"
"autospec","gpt-5.4-mini","278","278","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/278/foo278.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/278/FormalBench_0159_merged.c","foo278","getGcd","","","1","ok"
"autospec","gpt-5.4-mini","279","279","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/279/foo279.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/279/FormalBench_0160_merged.c","foo279","getGcd","","","1","ok"
"autospec","gpt-5.4-mini","280","280","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/280/foo280.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/280/FormalBench_0164_merged.c","foo280","countDivisors","","","1","ok"
"autospec","gpt-5.4-mini","281","281","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/281/foo165.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/281/FormalBench_0165_merged.c","foo165","countDivisors","","","1","ok"
"autospec","gpt-5.4-mini","282","282","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/282/foo282.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/282/FormalBench_0166_merged.c","foo282","countDivisors","","","1","ok"
"autospec","gpt-5.4-mini","283","283","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/283/foo283.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/283/FormalBench_0170_merged.c","foo283","search","","","1","ok"
"autospec","gpt-5.4-mini","284","284","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/284/foo284.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/284/FormalBench_0171_merged.c","foo284","getGcd","","","1","ok"
"autospec","gpt-5.4-mini","285","285","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/285/foo285.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/285/FormalBench_0173_merged.c","foo285","countDivisors","","","1","ok"
"autospec","gpt-5.4-mini","286","286","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/286/foo286.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/286/FormalBench_0178_merged.c","foo286","jacobsthalNum","","","1","ok"
"autospec","gpt-5.4-mini","290","290","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/290/foo290.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/290/FormalBench_0182_merged.c","foo290","jacobsthalLucas","","","1","ok"
"autospec","gpt-5.4-mini","291","291","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/291/foo291.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/291/FormalBench_0183_merged.c","foo291","jacobsthalLucas","","","1","ok"
"autospec","gpt-5.4-mini","292","292","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/292/foo292.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/292/FormalBench_0184_merged.c","foo292","getPell","","","1","ok"
"autospec","gpt-5.4-mini","295","295","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/295/foo295.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/295/FormalBench_0187_merged.c","foo295","findLucas","","","1","ok"
"autospec","gpt-5.4-mini","297","297","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/297/foo297.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/297/FormalBench_0189_merged.c","foo297","findLucas","","","1","ok"
"autospec","gpt-5.4-mini","298","298","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/298/foo197.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/298/FormalBench_0197_merged.c","foo197","smallestMissing","","","1","ok"
"autospec","gpt-5.4-mini","299","299","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/299/foo201.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/299/FormalBench_0201_merged.c","foo201","findPeak","","","1","ok"
"autospec","gpt-5.4-mini","300","300","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/300/foo300.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/300/FormalBench_0202_merged.c","foo300","findPeak","","","1","ok"
"autospec","gpt-5.4-mini","301","301","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/301/foo301.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/301/FormalBench_0203_merged.c","foo301","findPeak","","","1","ok"
"autospec","gpt-5.4-mini","303","303","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/303/foo303.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/303/FormalBench_0206_merged.c","foo303","jacobsthalLucas","","","1","ok"
"autospec","gpt-5.4-mini","304","304","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/304/foo304.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/304/FormalBench_0207_merged.c","foo304","getPell","","","1","ok"
"autospec","gpt-5.4-mini","305","305","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/305/foo305.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/305/FormalBench_0208_merged.c","foo305","findPeak","","","1","ok"
"autospec","gpt-5.4-mini","306","306","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/306/foo306.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/306/FormalBench_0209_merged.c","foo306","findLucas","","","1","ok"
"autospec","gpt-5.4-mini","307","307","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/307/foo307.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/307/FormalBench_0210_merged.c","foo307","largestPos","","","1","ok"
"autospec","gpt-5.4-mini","308","308","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/308/foo308.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/308/FormalBench_0211_merged.c","foo308","largestPos","","","1","ok"
"autospec","gpt-5.4-mini","309","309","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/309/foo309.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/309/FormalBench_0212_merged.c","foo309","largestPos","","","1","ok"
"autospec","gpt-5.4-mini","310","310","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/310/foo310.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/310/FormalBench_0069_merged.c","foo310","sqrtRoot","","","1","ok"
"autospec","gpt-5.4-mini","311","311","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/311/foo311.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/311/FormalBench_0111_merged.c","foo311","countRectangles","","","1","ok"
"autospec","gpt-5.4-mini","312","312","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/312/foo312.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/312/FormalBench_0112_merged.c","foo312","countRectangles","","","1","ok"
"autospec","gpt-5.4-mini","314","314","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/314/foo314.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/314/FormalBench_0117_merged.c","foo314","countRectangles","","","1","ok"
"autospec","gpt-5.4-mini","315","315","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/315/foo315.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/315/FormalBench_0128_merged.c","foo315","maxVolume","","","1","ok"
"autospec","gpt-5.4-mini","316","316","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/316/foo316.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/316/FormalBench_0132_merged.c","foo316","countFac","","","1","ok"
"autospec","gpt-5.4-mini","317","317","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/317/foo317.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/317/FormalBench_0133_merged.c","foo317","countFac","","","1","ok"
"autospec","gpt-5.4-mini","318","318","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/318/foo318.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/318/FormalBench_0134_merged.c","foo318","countFac","","","1","ok"
"autospec","gpt-5.4-mini","319","319","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/319/foo319.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/319/FormalBench_0135_merged.c","foo319","lcm","","","1","ok"
"autospec","gpt-5.4-mini","320","320","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/320/foo320.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/320/FormalBench_0136_merged.c","foo320","lcm","","","1","ok"
"autospec","gpt-5.4-mini","321","321","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/321/foo321.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/321/FormalBench_0137_merged.c","foo321","lcm","","","1","ok"
"autospec","gpt-5.4-mini","322","322","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/322/foo322.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/322/FormalBench_0140_merged.c","foo322","lcm","","","1","ok"
"autospec","gpt-5.4-mini","323","323","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/323/foo323.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/323/FormalBench_0141_merged.c","foo323","countFac","","","1","ok"
"autospec","gpt-5.4-mini","324","324","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/324/foo324.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/324/FormalBench_0149_merged.c","foo324","firstDigit","","","1","ok"
"autospec","gpt-5.4-mini","325","325","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/325/foo325.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/325/FormalBench_0150_merged.c","foo325","firstDigit","","","1","ok"
"autospec","gpt-5.4-mini","326","326","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/326/foo326.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/326/FormalBench_0151_merged.c","foo326","firstDigit","","","1","ok"
"autospec","gpt-5.4-mini","327","327","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/327/foo327.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/327/FormalBench_0156_merged.c","foo327","firstDigit","","","1","ok"
"autospec","gpt-5.4-mini","328","328","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/328/foo328.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/328/FormalBench_0161_merged.c","foo328","difference","","","1","ok"
"autospec","gpt-5.4-mini","329","329","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/329/foo329.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/329/FormalBench_0162_merged.c","foo329","difference","","","1","ok"
"autospec","gpt-5.4-mini","330","330","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/330/foo330.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/330/FormalBench_0163_merged.c","foo330","difference","","","1","ok"
"autospec","gpt-5.4-mini","331","331","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/331/foo331.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/331/FormalBench_0167_merged.c","foo331","computeLastDigit","","","1","ok"
"autospec","gpt-5.4-mini","332","332","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/332/foo332.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/332/FormalBench_0168_merged.c","foo332","computeLastDigit","","","1","ok"
"autospec","gpt-5.4-mini","333","333","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/333/foo333.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/333/FormalBench_0169_merged.c","foo333","computeLastDigit","","","1","ok"
"autospec","gpt-5.4-mini","335","335","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/335/foo335.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/335/FormalBench_0174_merged.c","foo335","computeLastDigit","","","1","ok"
"autospec","gpt-5.4-mini","339","339","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/339/foo339.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/339/FormalBench_0190_merged.c","foo339","findDivisor","","","1","ok"
"autospec","gpt-5.4-mini","340","340","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/340/foo340.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/340/FormalBench_0191_merged.c","foo340","findDivisor","","","1","ok"
"autospec","gpt-5.4-mini","341","341","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/341/foo341.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/341/FormalBench_0192_merged.c","foo341","findDivisor","","","1","ok"
"autospec","gpt-5.4-mini","342","342","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/342/foo342.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/342/FormalBench_0193_merged.c","foo342","countNo","","","1","ok"
"autospec","gpt-5.4-mini","343","343","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/343/foo343.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/343/FormalBench_0194_merged.c","foo343","countNo","","","1","ok"
"autospec","gpt-5.4-mini","344","344","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/344/foo344.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/344/FormalBench_0195_merged.c","foo344","countNo","","","1","ok"
"autospec","gpt-5.4-mini","345","345","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/345/foo345.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/345/FormalBench_0196_merged.c","foo345","sumoffactors","","","1","ok"
"autospec","gpt-5.4-mini","346","346","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/346/foo346.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/346/FormalBench_0198_merged.c","foo346","maxPrimeFactors","","","1","ok"
"autospec","gpt-5.4-mini","347","347","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/347/foo347.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/347/FormalBench_0199_merged.c","foo347","findDivisor","","","1","ok"
"autospec","gpt-5.4-mini","348","348","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/348/foo348.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/348/FormalBench_0200_merged.c","foo348","countNo","","","1","ok"
"autospec","gpt-5.4-mini","349","349","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/349/foo349.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/349/FormalBench_0204_merged.c","foo349","sumOfOddFactors","","","1","ok"
"autospec","gpt-5.4-mini","350","350","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/350/foo350.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/350/FormalBench_0213_merged.c","foo350","evenBitToggleNumber","","","1","ok"
"autospec","gpt-5.4-mini","351","351","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/351/foo351.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/351/FormalBench_0214_merged.c","foo351","evenBitToggleNumber","","","1","ok"
"autospec","gpt-5.4-mini","352","352","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/352/foo352.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/352/FormalBench_0215_merged.c","foo352","evenBitToggleNumber","","","1","ok"
"autospec","gpt-5.4-mini","354","354","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/354/foo217.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/354/FormalBench_0217_merged.c","foo217","evenBitSetNumber","","","1","ok"
"autospec","gpt-5.4-mini","355","355","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/355/foo218.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/355/FormalBench_0218_merged.c","foo218","evenBitSetNumber","","","1","ok"
"autospec","gpt-5.4-mini","358","358","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/358/foo358.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/358/FormalBench_0250_merged.c","foo358","averageOdd","","","1","ok"
"autospec","gpt-5.4-mini","359","359","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/359/foo359.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/359/FormalBench_0251_merged.c","foo359","averageOdd","","","1","ok"
"autospec","gpt-5.4-mini","360","360","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/360/foo360.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/360/FormalBench_0252_merged.c","foo360","averageOdd","","","1","ok"
"autospec","gpt-5.4-mini","361","361","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/361/foo361.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/361/FormalBench_0253_merged.c","foo361","averageEven","","","1","ok"
"autospec","gpt-5.4-mini","362","362","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/362/foo362.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/362/FormalBench_0254_merged.c","foo362","averageEven","","","1","ok"
