id	source_repo	source_path	translated_c_path
FormalBench_0123	FormalBench	represent/bench/java_flat/FormalBench_0123__FormalBenchHF__diverse__rule_1__FindFixedPoint_llm_0.java	represent/bench/c_flat/FormalBench_0123__FormalBenchHF__diverse__rule_1__FindFixedPoint_llm_0.c
FormalBench_0124	FormalBench	represent/bench/java_flat/FormalBench_0124__FormalBenchHF__diverse__rule_1__CountUnsetBits_llm_2.java	represent/bench/c_flat/FormalBench_0124__FormalBenchHF__diverse__rule_1__CountUnsetBits_llm_2.c
FormalBench_0125	FormalBench	represent/bench/java_flat/FormalBench_0125__FormalBenchHF__diverse__rule_1__CountUnsetBits_llm_1.java	represent/bench/c_flat/FormalBench_0125__FormalBenchHF__diverse__rule_1__CountUnsetBits_llm_1.c
FormalBench_0126	FormalBench	represent/bench/java_flat/FormalBench_0126__FormalBenchHF__diverse__rule_1__CountUnsetBits_llm_0.java	represent/bench/c_flat/FormalBench_0126__FormalBenchHF__diverse__rule_1__CountUnsetBits_llm_0.c
FormalBench_0127	FormalBench	represent/bench/java_flat/FormalBench_0127__FormalBenchHF__base__programs__RightInsertion.java	represent/bench/c_flat/FormalBench_0127__FormalBenchHF__base__programs__RightInsertion.c
FormalBench_0128	FormalBench	represent/bench/java_flat/FormalBench_0128__FormalBenchHF__base__programs__MaxVolume.java	represent/bench/c_flat/FormalBench_0128__FormalBenchHF__base__programs__MaxVolume.c
FormalBench_0129	FormalBench	represent/bench/java_flat/FormalBench_0129__FormalBenchHF__base__programs__LeftInsertion.java	represent/bench/c_flat/FormalBench_0129__FormalBenchHF__base__programs__LeftInsertion.c
FormalBench_0130	FormalBench	represent/bench/java_flat/FormalBench_0130__FormalBenchHF__base__programs__FindFixedPoint.java	represent/bench/c_flat/FormalBench_0130__FormalBenchHF__base__programs__FindFixedPoint.c
FormalBench_0131	FormalBench	represent/bench/java_flat/FormalBench_0131__FormalBenchHF__base__programs__CountUnsetBits.java	represent/bench/c_flat/FormalBench_0131__FormalBenchHF__base__programs__CountUnsetBits.c
FormalBench_0132	FormalBench	represent/bench/java_flat/FormalBench_0132__FormalBenchHF__diverse__rule_1__CountFac_llm_2.java	represent/bench/c_flat/FormalBench_0132__FormalBenchHF__diverse__rule_1__CountFac_llm_2.c
FormalBench_0133	FormalBench	represent/bench/java_flat/FormalBench_0133__FormalBenchHF__diverse__rule_1__CountFac_llm_1.java	represent/bench/c_flat/FormalBench_0133__FormalBenchHF__diverse__rule_1__CountFac_llm_1.c
FormalBench_0134	FormalBench	represent/bench/java_flat/FormalBench_0134__FormalBenchHF__diverse__rule_1__CountFac_llm_0.java	represent/bench/c_flat/FormalBench_0134__FormalBenchHF__diverse__rule_1__CountFac_llm_0.c
FormalBench_0135	FormalBench	represent/bench/java_flat/FormalBench_0135__FormalBenchHF__diverse__rule_1__Lcm_llm_2.java	represent/bench/c_flat/FormalBench_0135__FormalBenchHF__diverse__rule_1__Lcm_llm_2.c
FormalBench_0136	FormalBench	represent/bench/java_flat/FormalBench_0136__FormalBenchHF__diverse__rule_1__Lcm_llm_1.java	represent/bench/c_flat/FormalBench_0136__FormalBenchHF__diverse__rule_1__Lcm_llm_1.c
FormalBench_0137	FormalBench	represent/bench/java_flat/FormalBench_0137__FormalBenchHF__diverse__rule_1__Lcm_llm_0.java	represent/bench/c_flat/FormalBench_0137__FormalBenchHF__diverse__rule_1__Lcm_llm_0.c
FormalBench_0138	FormalBench	represent/bench/java_flat/FormalBench_0138__FormalBenchHF__base__programs__SetLeftMostUnsetBit.java	represent/bench/c_flat/FormalBench_0138__FormalBenchHF__base__programs__SetLeftMostUnsetBit.c
FormalBench_0139	FormalBench	represent/bench/java_flat/FormalBench_0139__FormalBenchHF__base__programs__SeqLinear.java	represent/bench/c_flat/FormalBench_0139__FormalBenchHF__base__programs__SeqLinear.c
FormalBench_0140	FormalBench	represent/bench/java_flat/FormalBench_0140__FormalBenchHF__base__programs__Lcm.java	represent/bench/c_flat/FormalBench_0140__FormalBenchHF__base__programs__Lcm.c
FormalBench_0141	FormalBench	represent/bench/java_flat/FormalBench_0141__FormalBenchHF__base__programs__CountFac.java	represent/bench/c_flat/FormalBench_0141__FormalBenchHF__base__programs__CountFac.c
FormalBench_0142	FormalBench	represent/bench/java_flat/FormalBench_0142__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_2.java	represent/bench/c_flat/FormalBench_0142__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_2.c
FormalBench_0143	FormalBench	represent/bench/java_flat/FormalBench_0143__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_1.java	represent/bench/c_flat/FormalBench_0143__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_1.c
FormalBench_0144	FormalBench	represent/bench/java_flat/FormalBench_0144__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_0.java	represent/bench/c_flat/FormalBench_0144__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_0.c
FormalBench_0145	FormalBench	represent/bench/java_flat/FormalBench_0145__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_2.java	represent/bench/c_flat/FormalBench_0145__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_2.c
FormalBench_0146	FormalBench	represent/bench/java_flat/FormalBench_0146__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_1.java	represent/bench/c_flat/FormalBench_0146__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_1.c
FormalBench_0147	FormalBench	represent/bench/java_flat/FormalBench_0147__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_0.java	represent/bench/c_flat/FormalBench_0147__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_0.c
FormalBench_0148	FormalBench	represent/bench/java_flat/FormalBench_0148__FormalBenchHF__base__programs__GetOddOccurrence.java	represent/bench/c_flat/FormalBench_0148__FormalBenchHF__base__programs__GetOddOccurrence.c
FormalBench_0149	FormalBench	represent/bench/java_flat/FormalBench_0149__FormalBenchHF__diverse__rule_1__FirstDigit_llm_2.java	represent/bench/c_flat/FormalBench_0149__FormalBenchHF__diverse__rule_1__FirstDigit_llm_2.c
FormalBench_0150	FormalBench	represent/bench/java_flat/FormalBench_0150__FormalBenchHF__diverse__rule_1__FirstDigit_llm_1.java	represent/bench/c_flat/FormalBench_0150__FormalBenchHF__diverse__rule_1__FirstDigit_llm_1.c
FormalBench_0151	FormalBench	represent/bench/java_flat/FormalBench_0151__FormalBenchHF__diverse__rule_1__FirstDigit_llm_0.java	represent/bench/c_flat/FormalBench_0151__FormalBenchHF__diverse__rule_1__FirstDigit_llm_0.c
FormalBench_0152	FormalBench	represent/bench/java_flat/FormalBench_0152__FormalBenchHF__base__programs__UniqueElement.java	represent/bench/c_flat/FormalBench_0152__FormalBenchHF__base__programs__UniqueElement.c
FormalBench_0153	FormalBench	represent/bench/java_flat/FormalBench_0153__FormalBenchHF__base__programs__SumOfSubarrayProd.java	represent/bench/c_flat/FormalBench_0153__FormalBenchHF__base__programs__SumOfSubarrayProd.c
FormalBench_0154	FormalBench	represent/bench/java_flat/FormalBench_0154__FormalBenchHF__base__programs__SumEvenAndEvenIndex.java	represent/bench/c_flat/FormalBench_0154__FormalBenchHF__base__programs__SumEvenAndEvenIndex.c
FormalBench_0155	FormalBench	represent/bench/java_flat/FormalBench_0155__FormalBenchHF__base__programs__PairOrSum.java	represent/bench/c_flat/FormalBench_0155__FormalBenchHF__base__programs__PairOrSum.c
FormalBench_0156	FormalBench	represent/bench/java_flat/FormalBench_0156__FormalBenchHF__base__programs__FirstDigit.java	represent/bench/c_flat/FormalBench_0156__FormalBenchHF__base__programs__FirstDigit.c
FormalBench_0157	FormalBench	represent/bench/java_flat/FormalBench_0157__FormalBenchHF__base__programs__CountNoOfWays.java	represent/bench/c_flat/FormalBench_0157__FormalBenchHF__base__programs__CountNoOfWays.c
FormalBench_0158	FormalBench	represent/bench/java_flat/FormalBench_0158__FormalBenchHF__diverse__rule_1__GetGcd_llm_2.java	represent/bench/c_flat/FormalBench_0158__FormalBenchHF__diverse__rule_1__GetGcd_llm_2.c
FormalBench_0159	FormalBench	represent/bench/java_flat/FormalBench_0159__FormalBenchHF__diverse__rule_1__GetGcd_llm_1.java	represent/bench/c_flat/FormalBench_0159__FormalBenchHF__diverse__rule_1__GetGcd_llm_1.c
FormalBench_0160	FormalBench	represent/bench/java_flat/FormalBench_0160__FormalBenchHF__diverse__rule_1__GetGcd_llm_0.java	represent/bench/c_flat/FormalBench_0160__FormalBenchHF__diverse__rule_1__GetGcd_llm_0.c
FormalBench_0161	FormalBench	represent/bench/java_flat/FormalBench_0161__FormalBenchHF__diverse__rule_1__Difference_llm_2.java	represent/bench/c_flat/FormalBench_0161__FormalBenchHF__diverse__rule_1__Difference_llm_2.c
FormalBench_0162	FormalBench	represent/bench/java_flat/FormalBench_0162__FormalBenchHF__diverse__rule_1__Difference_llm_1.java	represent/bench/c_flat/FormalBench_0162__FormalBenchHF__diverse__rule_1__Difference_llm_1.c
FormalBench_0163	FormalBench	represent/bench/java_flat/FormalBench_0163__FormalBenchHF__diverse__rule_1__Difference_llm_0.java	represent/bench/c_flat/FormalBench_0163__FormalBenchHF__diverse__rule_1__Difference_llm_0.c
FormalBench_0164	FormalBench	represent/bench/java_flat/FormalBench_0164__FormalBenchHF__diverse__rule_1__CountDivisors_llm_2.java	represent/bench/c_flat/FormalBench_0164__FormalBenchHF__diverse__rule_1__CountDivisors_llm_2.c
FormalBench_0165	FormalBench	represent/bench/java_flat/FormalBench_0165__FormalBenchHF__diverse__rule_1__CountDivisors_llm_1.java	represent/bench/c_flat/FormalBench_0165__FormalBenchHF__diverse__rule_1__CountDivisors_llm_1.c
FormalBench_0166	FormalBench	represent/bench/java_flat/FormalBench_0166__FormalBenchHF__diverse__rule_1__CountDivisors_llm_0.java	represent/bench/c_flat/FormalBench_0166__FormalBenchHF__diverse__rule_1__CountDivisors_llm_0.c
FormalBench_0167	FormalBench	represent/bench/java_flat/FormalBench_0167__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_2.java	represent/bench/c_flat/FormalBench_0167__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_2.c
FormalBench_0168	FormalBench	represent/bench/java_flat/FormalBench_0168__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_1.java	represent/bench/c_flat/FormalBench_0168__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_1.c
FormalBench_0169	FormalBench	represent/bench/java_flat/FormalBench_0169__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_0.java	represent/bench/c_flat/FormalBench_0169__FormalBenchHF__diverse__rule_1__ComputeLastDigit_llm_0.c
FormalBench_0170	FormalBench	represent/bench/java_flat/FormalBench_0170__FormalBenchHF__base__programs__Search.java	represent/bench/c_flat/FormalBench_0170__FormalBenchHF__base__programs__Search.c
FormalBench_0171	FormalBench	represent/bench/java_flat/FormalBench_0171__FormalBenchHF__base__programs__GetGcd.java	represent/bench/c_flat/FormalBench_0171__FormalBenchHF__base__programs__GetGcd.c
FormalBench_0172	FormalBench	represent/bench/java_flat/FormalBench_0172__FormalBenchHF__base__programs__Difference.java	represent/bench/c_flat/FormalBench_0172__FormalBenchHF__base__programs__Difference.c
FormalBench_0173	FormalBench	represent/bench/java_flat/FormalBench_0173__FormalBenchHF__base__programs__CountDivisors.java	represent/bench/c_flat/FormalBench_0173__FormalBenchHF__base__programs__CountDivisors.c
FormalBench_0174	FormalBench	represent/bench/java_flat/FormalBench_0174__FormalBenchHF__base__programs__ComputeLastDigit.java	represent/bench/c_flat/FormalBench_0174__FormalBenchHF__base__programs__ComputeLastDigit.c
FormalBench_0175	FormalBench	represent/bench/java_flat/FormalBench_0175__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_2.java	represent/bench/c_flat/FormalBench_0175__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_2.c
FormalBench_0176	FormalBench	represent/bench/java_flat/FormalBench_0176__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_1.java	represent/bench/c_flat/FormalBench_0176__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_1.c
FormalBench_0177	FormalBench	represent/bench/java_flat/FormalBench_0177__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_0.java	represent/bench/c_flat/FormalBench_0177__FormalBenchHF__diverse__rule_1__MaxPrimeFactors_llm_0.c
FormalBench_0178	FormalBench	represent/bench/java_flat/FormalBench_0178__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_2.java	represent/bench/c_flat/FormalBench_0178__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_2.c
FormalBench_0179	FormalBench	represent/bench/java_flat/FormalBench_0179__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_1.java	represent/bench/c_flat/FormalBench_0179__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_1.c
FormalBench_0180	FormalBench	represent/bench/java_flat/FormalBench_0180__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_0.java	represent/bench/c_flat/FormalBench_0180__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_0.c
FormalBench_0181	FormalBench	represent/bench/java_flat/FormalBench_0181__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_2.java	represent/bench/c_flat/FormalBench_0181__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_2.c
FormalBench_0182	FormalBench	represent/bench/java_flat/FormalBench_0182__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_1.java	represent/bench/c_flat/FormalBench_0182__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_1.c
FormalBench_0183	FormalBench	represent/bench/java_flat/FormalBench_0183__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_0.java	represent/bench/c_flat/FormalBench_0183__FormalBenchHF__diverse__rule_1__JacobsthalLucas_llm_0.c
FormalBench_0184	FormalBench	represent/bench/java_flat/FormalBench_0184__FormalBenchHF__diverse__rule_1__GetPell_llm_2.java	represent/bench/c_flat/FormalBench_0184__FormalBenchHF__diverse__rule_1__GetPell_llm_2.c
FormalBench_0185	FormalBench	represent/bench/java_flat/FormalBench_0185__FormalBenchHF__diverse__rule_1__GetPell_llm_1.java	represent/bench/c_flat/FormalBench_0185__FormalBenchHF__diverse__rule_1__GetPell_llm_1.c
FormalBench_0186	FormalBench	represent/bench/java_flat/FormalBench_0186__FormalBenchHF__diverse__rule_1__GetPell_llm_0.java	represent/bench/c_flat/FormalBench_0186__FormalBenchHF__diverse__rule_1__GetPell_llm_0.c
FormalBench_0187	FormalBench	represent/bench/java_flat/FormalBench_0187__FormalBenchHF__diverse__rule_1__FindLucas_llm_2.java	represent/bench/c_flat/FormalBench_0187__FormalBenchHF__diverse__rule_1__FindLucas_llm_2.c
FormalBench_0188	FormalBench	represent/bench/java_flat/FormalBench_0188__FormalBenchHF__diverse__rule_1__FindLucas_llm_1.java	represent/bench/c_flat/FormalBench_0188__FormalBenchHF__diverse__rule_1__FindLucas_llm_1.c
FormalBench_0189	FormalBench	represent/bench/java_flat/FormalBench_0189__FormalBenchHF__diverse__rule_1__FindLucas_llm_0.java	represent/bench/c_flat/FormalBench_0189__FormalBenchHF__diverse__rule_1__FindLucas_llm_0.c
FormalBench_0190	FormalBench	represent/bench/java_flat/FormalBench_0190__FormalBenchHF__diverse__rule_1__FindDivisor_llm_2.java	represent/bench/c_flat/FormalBench_0190__FormalBenchHF__diverse__rule_1__FindDivisor_llm_2.c
FormalBench_0191	FormalBench	represent/bench/java_flat/FormalBench_0191__FormalBenchHF__diverse__rule_1__FindDivisor_llm_1.java	represent/bench/c_flat/FormalBench_0191__FormalBenchHF__diverse__rule_1__FindDivisor_llm_1.c
FormalBench_0192	FormalBench	represent/bench/java_flat/FormalBench_0192__FormalBenchHF__diverse__rule_1__FindDivisor_llm_0.java	represent/bench/c_flat/FormalBench_0192__FormalBenchHF__diverse__rule_1__FindDivisor_llm_0.c
FormalBench_0193	FormalBench	represent/bench/java_flat/FormalBench_0193__FormalBenchHF__diverse__rule_1__CountNo_llm_2.java	represent/bench/c_flat/FormalBench_0193__FormalBenchHF__diverse__rule_1__CountNo_llm_2.c
FormalBench_0194	FormalBench	represent/bench/java_flat/FormalBench_0194__FormalBenchHF__diverse__rule_1__CountNo_llm_1.java	represent/bench/c_flat/FormalBench_0194__FormalBenchHF__diverse__rule_1__CountNo_llm_1.c
FormalBench_0195	FormalBench	represent/bench/java_flat/FormalBench_0195__FormalBenchHF__diverse__rule_1__CountNo_llm_0.java	represent/bench/c_flat/FormalBench_0195__FormalBenchHF__diverse__rule_1__CountNo_llm_0.c
FormalBench_0196	FormalBench	represent/bench/java_flat/FormalBench_0196__FormalBenchHF__base__programs__Sumoffactors.java	represent/bench/c_flat/FormalBench_0196__FormalBenchHF__base__programs__Sumoffactors.c
FormalBench_0197	FormalBench	represent/bench/java_flat/FormalBench_0197__FormalBenchHF__base__programs__SmallestMissing.java	represent/bench/c_flat/FormalBench_0197__FormalBenchHF__base__programs__SmallestMissing.c
FormalBench_0198	FormalBench	represent/bench/java_flat/FormalBench_0198__FormalBenchHF__base__programs__MaxPrimeFactors.java	represent/bench/c_flat/FormalBench_0198__FormalBenchHF__base__programs__MaxPrimeFactors.c
FormalBench_0199	FormalBench	represent/bench/java_flat/FormalBench_0199__FormalBenchHF__base__programs__FindDivisor.java	represent/bench/c_flat/FormalBench_0199__FormalBenchHF__base__programs__FindDivisor.c
FormalBench_0200	FormalBench	represent/bench/java_flat/FormalBench_0200__FormalBenchHF__base__programs__CountNo.java	represent/bench/c_flat/FormalBench_0200__FormalBenchHF__base__programs__CountNo.c
FormalBench_0201	FormalBench	represent/bench/java_flat/FormalBench_0201__FormalBenchHF__diverse__rule_1__FindPeak_llm_2.java	represent/bench/c_flat/FormalBench_0201__FormalBenchHF__diverse__rule_1__FindPeak_llm_2.c
FormalBench_0202	FormalBench	represent/bench/java_flat/FormalBench_0202__FormalBenchHF__diverse__rule_1__FindPeak_llm_1.java	represent/bench/c_flat/FormalBench_0202__FormalBenchHF__diverse__rule_1__FindPeak_llm_1.c
FormalBench_0203	FormalBench	represent/bench/java_flat/FormalBench_0203__FormalBenchHF__diverse__rule_1__FindPeak_llm_0.java	represent/bench/c_flat/FormalBench_0203__FormalBenchHF__diverse__rule_1__FindPeak_llm_0.c
FormalBench_0204	FormalBench	represent/bench/java_flat/FormalBench_0204__FormalBenchHF__base__programs__SumOfOddFactors.java	represent/bench/c_flat/FormalBench_0204__FormalBenchHF__base__programs__SumOfOddFactors.c
FormalBench_0205	FormalBench	represent/bench/java_flat/FormalBench_0205__FormalBenchHF__base__programs__JacobsthalNum.java	represent/bench/c_flat/FormalBench_0205__FormalBenchHF__base__programs__JacobsthalNum.c
FormalBench_0206	FormalBench	represent/bench/java_flat/FormalBench_0206__FormalBenchHF__base__programs__JacobsthalLucas.java	represent/bench/c_flat/FormalBench_0206__FormalBenchHF__base__programs__JacobsthalLucas.c
FormalBench_0207	FormalBench	represent/bench/java_flat/FormalBench_0207__FormalBenchHF__base__programs__GetPell.java	represent/bench/c_flat/FormalBench_0207__FormalBenchHF__base__programs__GetPell.c
FormalBench_0208	FormalBench	represent/bench/java_flat/FormalBench_0208__FormalBenchHF__base__programs__FindPeak.java	represent/bench/c_flat/FormalBench_0208__FormalBenchHF__base__programs__FindPeak.c
FormalBench_0209	FormalBench	represent/bench/java_flat/FormalBench_0209__FormalBenchHF__base__programs__FindLucas.java	represent/bench/c_flat/FormalBench_0209__FormalBenchHF__base__programs__FindLucas.c
FormalBench_0210	FormalBench	represent/bench/java_flat/FormalBench_0210__FormalBenchHF__diverse__rule_1__LargestPos_llm_2.java	represent/bench/c_flat/FormalBench_0210__FormalBenchHF__diverse__rule_1__LargestPos_llm_2.c
FormalBench_0211	FormalBench	represent/bench/java_flat/FormalBench_0211__FormalBenchHF__diverse__rule_1__LargestPos_llm_1.java	represent/bench/c_flat/FormalBench_0211__FormalBenchHF__diverse__rule_1__LargestPos_llm_1.c
FormalBench_0212	FormalBench	represent/bench/java_flat/FormalBench_0212__FormalBenchHF__diverse__rule_1__LargestPos_llm_0.java	represent/bench/c_flat/FormalBench_0212__FormalBenchHF__diverse__rule_1__LargestPos_llm_0.c
FormalBench_0213	FormalBench	represent/bench/java_flat/FormalBench_0213__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_2.java	represent/bench/c_flat/FormalBench_0213__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_2.c
FormalBench_0214	FormalBench	represent/bench/java_flat/FormalBench_0214__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_1.java	represent/bench/c_flat/FormalBench_0214__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_1.c
FormalBench_0215	FormalBench	represent/bench/java_flat/FormalBench_0215__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_0.java	represent/bench/c_flat/FormalBench_0215__FormalBenchHF__diverse__rule_1__EvenBitToggleNumber_llm_0.c
FormalBench_0216	FormalBench	represent/bench/java_flat/FormalBench_0216__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_2.java	represent/bench/c_flat/FormalBench_0216__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_2.c
FormalBench_0217	FormalBench	represent/bench/java_flat/FormalBench_0217__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_1.java	represent/bench/c_flat/FormalBench_0217__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_1.c
FormalBench_0218	FormalBench	represent/bench/java_flat/FormalBench_0218__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_0.java	represent/bench/c_flat/FormalBench_0218__FormalBenchHF__diverse__rule_1__EvenBitSetNumber_llm_0.c
FormalBench_0219	FormalBench	represent/bench/java_flat/FormalBench_0219__FormalBenchHF__diverse__rule_1__CheckTypeOfTriangle_llm_2.java	represent/bench/c_flat/FormalBench_0219__FormalBenchHF__diverse__rule_1__CheckTypeOfTriangle_llm_2.c
FormalBench_0220	FormalBench	represent/bench/java_flat/FormalBench_0220__FormalBenchHF__diverse__rule_1__CheckTypeOfTriangle_llm_1.java	represent/bench/c_flat/FormalBench_0220__FormalBenchHF__diverse__rule_1__CheckTypeOfTriangle_llm_1.c
FormalBench_0221	FormalBench	represent/bench/java_flat/FormalBench_0221__FormalBenchHF__diverse__rule_1__CheckTypeOfTriangle_llm_0.java	represent/bench/c_flat/FormalBench_0221__FormalBenchHF__diverse__rule_1__CheckTypeOfTriangle_llm_0.c
FormalBench_0222	FormalBench	represent/bench/java_flat/FormalBench_0222__FormalBenchHF__base__programs__LargestPos.java	represent/bench/c_flat/FormalBench_0222__FormalBenchHF__base__programs__LargestPos.c
FormalBench_0223	FormalBench	represent/bench/java_flat/FormalBench_0223__FormalBenchHF__base__programs__EvenBitToggleNumber.java	represent/bench/c_flat/FormalBench_0223__FormalBenchHF__base__programs__EvenBitToggleNumber.c
FormalBench_0224	FormalBench	represent/bench/java_flat/FormalBench_0224__FormalBenchHF__base__programs__EvenBitSetNumber.java	represent/bench/c_flat/FormalBench_0224__FormalBenchHF__base__programs__EvenBitSetNumber.c
FormalBench_0225	FormalBench	represent/bench/java_flat/FormalBench_0225__FormalBenchHF__diverse__rule_1__GetPosition_llm_2.java	represent/bench/c_flat/FormalBench_0225__FormalBenchHF__diverse__rule_1__GetPosition_llm_2.c
FormalBench_0226	FormalBench	represent/bench/java_flat/FormalBench_0226__FormalBenchHF__diverse__rule_1__GetPosition_llm_1.java	represent/bench/c_flat/FormalBench_0226__FormalBenchHF__diverse__rule_1__GetPosition_llm_1.c
FormalBench_0227	FormalBench	represent/bench/java_flat/FormalBench_0227__FormalBenchHF__diverse__rule_1__GetPosition_llm_0.java	represent/bench/c_flat/FormalBench_0227__FormalBenchHF__diverse__rule_1__GetPosition_llm_0.c
FormalBench_0228	FormalBench	represent/bench/java_flat/FormalBench_0228__FormalBenchHF__diverse__rule_1__FirstEven_llm_2.java	represent/bench/c_flat/FormalBench_0228__FormalBenchHF__diverse__rule_1__FirstEven_llm_2.c
FormalBench_0229	FormalBench	represent/bench/java_flat/FormalBench_0229__FormalBenchHF__diverse__rule_1__FirstEven_llm_1.java	represent/bench/c_flat/FormalBench_0229__FormalBenchHF__diverse__rule_1__FirstEven_llm_1.c
FormalBench_0230	FormalBench	represent/bench/java_flat/FormalBench_0230__FormalBenchHF__diverse__rule_1__FirstEven_llm_0.java	represent/bench/c_flat/FormalBench_0230__FormalBenchHF__diverse__rule_1__FirstEven_llm_0.c
FormalBench_0231	FormalBench	represent/bench/java_flat/FormalBench_0231__FormalBenchHF__base__programs__ModularInverse.java	represent/bench/c_flat/FormalBench_0231__FormalBenchHF__base__programs__ModularInverse.c
FormalBench_0232	FormalBench	represent/bench/java_flat/FormalBench_0232__FormalBenchHF__base__programs__GetPosition.java	represent/bench/c_flat/FormalBench_0232__FormalBenchHF__base__programs__GetPosition.c
FormalBench_0233	FormalBench	represent/bench/java_flat/FormalBench_0233__FormalBenchHF__base__programs__FirstEven.java	represent/bench/c_flat/FormalBench_0233__FormalBenchHF__base__programs__FirstEven.c
FormalBench_0234	FormalBench	represent/bench/java_flat/FormalBench_0234__FormalBenchHF__base__programs__CheckTypeOfTriangle.java	represent/bench/c_flat/FormalBench_0234__FormalBenchHF__base__programs__CheckTypeOfTriangle.c
FormalBench_0235	FormalBench	represent/bench/java_flat/FormalBench_0235__FormalBenchHF__diverse__rule_1__IsOctagonal_llm_2.java	represent/bench/c_flat/FormalBench_0235__FormalBenchHF__diverse__rule_1__IsOctagonal_llm_2.c
FormalBench_0236	FormalBench	represent/bench/java_flat/FormalBench_0236__FormalBenchHF__diverse__rule_1__IsOctagonal_llm_1.java	represent/bench/c_flat/FormalBench_0236__FormalBenchHF__diverse__rule_1__IsOctagonal_llm_1.c
FormalBench_0237	FormalBench	represent/bench/java_flat/FormalBench_0237__FormalBenchHF__diverse__rule_1__IsOctagonal_llm_0.java	represent/bench/c_flat/FormalBench_0237__FormalBenchHF__diverse__rule_1__IsOctagonal_llm_0.c
FormalBench_0238	FormalBench	represent/bench/java_flat/FormalBench_0238__FormalBenchHF__diverse__rule_1__IsNumDecagonal_llm_2.java	represent/bench/c_flat/FormalBench_0238__FormalBenchHF__diverse__rule_1__IsNumDecagonal_llm_2.c
FormalBench_0239	FormalBench	represent/bench/java_flat/FormalBench_0239__FormalBenchHF__diverse__rule_1__IsNumDecagonal_llm_1.java	represent/bench/c_flat/FormalBench_0239__FormalBenchHF__diverse__rule_1__IsNumDecagonal_llm_1.c
FormalBench_0240	FormalBench	represent/bench/java_flat/FormalBench_0240__FormalBenchHF__diverse__rule_1__IsNumDecagonal_llm_0.java	represent/bench/c_flat/FormalBench_0240__FormalBenchHF__diverse__rule_1__IsNumDecagonal_llm_0.c
FormalBench_0241	FormalBench	represent/bench/java_flat/FormalBench_0241__FormalBenchHF__diverse__rule_1__IsNonagonal_llm_2.java	represent/bench/c_flat/FormalBench_0241__FormalBenchHF__diverse__rule_1__IsNonagonal_llm_2.c
FormalBench_0242	FormalBench	represent/bench/java_flat/FormalBench_0242__FormalBenchHF__diverse__rule_1__IsNonagonal_llm_1.java	represent/bench/c_flat/FormalBench_0242__FormalBenchHF__diverse__rule_1__IsNonagonal_llm_1.c
FormalBench_0243	FormalBench	represent/bench/java_flat/FormalBench_0243__FormalBenchHF__diverse__rule_1__IsNonagonal_llm_0.java	represent/bench/c_flat/FormalBench_0243__FormalBenchHF__diverse__rule_1__IsNonagonal_llm_0.c
