weak_input_path,bench,case_id,models_failed,models,weak_hits,categories,example_reason,source,example_summary,example_candidate
input/weak/SpecGenBench_12.c,SpecGenBench,12,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,missing_return_semantics;weak_loop_invariant;missing_effect_semantics,The function returns a value but has no postcondition/behavior contract describing when it returns 0 or 1; loop invariants alone do not provide a complete function-level specification.,/home/yangfp/SESpec/src/input/SpecGenBench/12.c,results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/12/20260505_084845_100953_e5c2799f/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/12/20260505_084845_100953_e5c2799f/foo12.c
input/weak/SpecGenBench_13.c,SpecGenBench,13,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,vacuous;missing_return_semantics,"The function has a return value but the only postcondition is `ensures \true;`, which imposes no constraint on the result and does not describe the function’s behavior.",/home/yangfp/SESpec/src/input/SpecGenBench/13.c,results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/13/20260505_220552_234093_b4ad52c2/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/13/20260505_220552_234093_b4ad52c2/foo13.c
input/weak/SpecGenBench_14.c,SpecGenBench,14,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,vacuous;missing_return_semantics,"The only postcondition is `ensures \true`, which is vacuous and does not describe the returned value or the function’s behavior at all.",/home/yangfp/SESpec/src/input/SpecGenBench/14.c,results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/14/20260505_220636_234093_21dde1de/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/14/20260505_220636_234093_21dde1de/foo14.c
input/weak/SpecGenBench_15.c,SpecGenBench,15,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,vacuous;missing_return_semantics,"The function returns a value, but the contract `ensures \true;` imposes no semantic constraint on the result, so it does not describe the function behavior at all.",/home/yangfp/SESpec/src/input/SpecGenBench/15.c,results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/15/20260505_220755_234093_e8c63538/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/15/20260505_220755_234093_e8c63538/foo15.c
input/weak/SpecGenBench_16.c,SpecGenBench,16,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,vacuous;missing_return_semantics,"The function returns a value but the only contract is `ensures \true`, which is vacuous and does not describe the returned overlap-area semantics at all.",/home/yangfp/SESpec/src/input/SpecGenBench/16.c,results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/16/20260505_220819_234093_fb59b5e9/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/16/20260505_220819_234093_fb59b5e9/foo16.c
input/weak/SpecGenBench_17.c,SpecGenBench,17,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,missing_return_semantics,"The function has a return value but provides no function-level specification/contract describing its behavior, so the semantics are not specified.",/home/yangfp/SESpec/src/input/SpecGenBench/17.c,results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/17/20260505_113732_100953_f2c952f0/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SpecGenBench/gpt-5-mini/17/20260505_113732_100953_f2c952f0/foo17.c
input/weak/SV_COMP_78.c,SV_COMP,78,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariant `0 <= x` is too weak: with exit condition `x >= n` it does not determine the final value of `x` (e.g. it cannot show `x == n`), so the loop effect is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/78.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/78/20260503_083043_100953_781dba11/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/78/20260503_083043_100953_781dba11/foo78.c
input/weak/SV_COMP_102.c,SV_COMP,102,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariants only state that i and j keep their initial values; they do not relate x and y across iterations, so they are too weak to determine the final effect on the modified variables x and y.",/home/yangfp/SESpec/src/input/SV_COMP/102.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/102/20260503_085726_100953_8ced1d97/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/102/20260503_085726_100953_8ced1d97/foo102.c
input/weak/SV_COMP_103.c,SV_COMP,103,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,The loop invariant `x >= 1` is far too weak: with exit condition `x >= y` it does not determine the final value of the modified variable `x` or capture that `x` stays a power-of-two doubling from 1.,/home/yangfp/SESpec/src/input/SV_COMP/103.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/103/20260503_085844_100953_a4ca8f30/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/103/20260503_085844_100953_a4ca8f30/foo103.c
input/weak/SV_COMP_104.c,SV_COMP,104,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariant `1 <= x` and assigns clause are too weak: they do not capture the doubling relation between iterations or determine the final value of `x`, so the loop effect is not fully specified.",/home/yangfp/SESpec/src/input/SV_COMP/104.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/104/20260503_090015_100953_8a72b1fb/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/104/20260503_090015_100953_8a72b1fb/foo104.c
input/weak/SV_COMP_105.c,SV_COMP,105,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariants are too weak to determine the full effect: they only say x and y each increased by some nonnegative even amount, but do not relate that amount to loop iterations/final state strongly enough to completely specify the loop semantics.",/home/yangfp/SESpec/src/input/SV_COMP/105.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/105/20260503_090147_100953_a51108bf/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/105/20260503_090147_100953_a51108bf/foo105.c
input/weak/SV_COMP_125.c,SV_COMP,125,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariant is vacuous (∃q. q>=0) and does not constrain x or y, so it does not specify the loop’s effect or the final relation between the modified variables.",/home/yangfp/SESpec/src/input/SV_COMP/125.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/125/20260503_093952_100953_2f2a756d/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/125/20260503_093952_100953_2f2a756d/foo125.c
input/weak/SV_COMP_127.c,SV_COMP,127,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants give only weak bounds on x and m and do not characterize the possible final value of m (which depends on nondeterministic updates), so the loop effect is not fully specified.",/home/yangfp/SESpec/src/input/SV_COMP/127.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/127/20260503_094230_100953_28282c4e/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/127/20260503_094230_100953_28282c4e/foo127.c
input/weak/SV_COMP_129.c,SV_COMP,129,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariant `x >= 0` is far too weak: it does not characterize the relation between `x` and `y` or the full effect of the loop, so the final state of modified variables is not determined.",/home/yangfp/SESpec/src/input/SV_COMP/129.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/129/20260503_094540_100953_d1484fda/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/129/20260503_094540_100953_d1484fda/foo129.c
input/weak/SV_COMP_130.c,SV_COMP,130,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;bounds_only;final_value_not_determined,"The loop invariants are far too weak to determine the final values/relations of the modified variables (e.g. turn phase effects, n=i, j=0, k counting, pvlen update), and the existential invariant is vacuous.",/home/yangfp/SESpec/src/input/SV_COMP/130.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/130/20260503_094705_100953_3a446fc5/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/130/20260503_094705_100953_3a446fc5/foo130.c
input/weak/SV_COMP_138.c,SV_COMP,138,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are far too weak: they only state m <= x and x >= 0, which do not determine the final relation of x and m or capture the effect of the nondeterministic updates to m.",/home/yangfp/SESpec/src/input/SV_COMP/138.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/138/20260503_100047_100953_68d229f0/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/138/20260503_100047_100953_68d229f0/foo138.c
input/weak/SV_COMP_141.c,SV_COMP,141,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are semantically wrong and far too weak: they force turn to be only 0 or 3 and imply fixed values i==1, j==0, k==1 at turn==0, which do not describe the actual loop behavior or determine the final modified state.",/home/yangfp/SESpec/src/input/SV_COMP/141.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/141/20260503_100417_100953_d94af8b7/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/141/20260503_100417_100953_d94af8b7/foo141.c
input/weak/SV_COMP_142.c,SV_COMP,142,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariant only gives bounds (0 <= j <= b) and does not determine the final values of modified variables; at exit it cannot show the full effect of the loop, e.g. what j equals in relation to n/flag.",/home/yangfp/SESpec/src/input/SV_COMP/142.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/142/20260503_100619_100953_db6dade4/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/142/20260503_100619_100953_db6dade4/foo142.c
input/weak/SV_COMP_147.c,SV_COMP,147,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are far too weak: they only preserve x+y and k, but do not characterize the full effect on x, y, j, or m, so the final modified state is not determined.",/home/yangfp/SESpec/src/input/SV_COMP/147.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/147/20260503_101433_100953_4a9704cf/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/147/20260503_101433_100953_4a9704cf/foo147.c
input/weak/SV_COMP_149.c,SV_COMP,149,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,bounds_only;weak_loop_invariant;final_value_not_determined,"The loop invariants only give bounds on x and m; they do not characterize the full effect of the loop on m (which may end as 1 or any prior x), so the modified state is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/149.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/149/20260503_101751_100953_70596e05/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/149/20260503_101751_100953_70596e05/foo149.c
input/weak/SV_COMP_150.c,SV_COMP,150,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"Loop invariants are too weak: they only preserve x+y and simple bounds on j,m, but do not characterize the final values of x, y, or m in terms of n and i, so the loop’s full effect is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/150.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/150/20260503_101943_100953_67017f57/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/150/20260503_101943_100953_67017f57/foo150.c
input/weak/SV_COMP_153.c,SV_COMP,153,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"Loop invariants are far too weak to determine the final relation among x,y,i,j,turn; they give only nonnegativity/bounds and an incorrect modulo-style fact, not the loop’s full effect.",/home/yangfp/SESpec/src/input/SV_COMP/153.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/153/20260503_102335_100953_85ddb859/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/153/20260503_102335_100953_85ddb859/foo153.c
input/weak/SV_COMP_154.c,SV_COMP,154,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,"The loop invariant only relates x and y during the loop; it gives no bound/monotonic fact to combine with exit x==0, so it does not fully determine the final state and is too weak to specify the loop’s complete effect.",/home/yangfp/SESpec/src/input/SV_COMP/154.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/154/20260503_102511_100953_109e5e7f/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/154/20260503_102511_100953_109e5e7f/foo154.c
input/weak/SV_COMP_157.c,SV_COMP,157,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The only loop invariant is a simple bound on turn; it does not characterize how x, y, c, and z relate or what the loop computes, so the loop semantics are far underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/157.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/157/20260503_103103_100953_37720c23/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/157/20260503_103103_100953_37720c23/foo157.c
input/weak/SV_COMP_167.c,SV_COMP,167,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,"The loop invariants only state z==w and z divisible by 10, which are preserved but far too weak to determine the final values/relations of x,y,z,w or the full effect of the loop.",/home/yangfp/SESpec/src/input/SV_COMP/167.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/167/20260503_104803_100953_5ea061e8/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/167/20260503_104803_100953_5ea061e8/foo167.c
input/weak/SV_COMP_184.c,SV_COMP,184,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariants are far too weak to characterize the effect of the loop on x1, x2, and x3; they only state trivial facts about d1/d2 and positivity, so the final relation of the modified variables is not determined.",/home/yangfp/SESpec/src/input/SV_COMP/184.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/184/20260503_111231_100953_125e4c6a/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/184/20260503_111231_100953_125e4c6a/foo184.c
input/weak/SV_COMP_189.c,SV_COMP,189,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,The loop invariant `y == x` is too weak: with exit condition `x >= 1024` it does not determine the final values or fully characterize the loop effect on modified variables.,/home/yangfp/SESpec/src/input/SV_COMP/189.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/189/20260503_112103_100953_d7c78599/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/189/20260503_112103_100953_d7c78599/foo189.c
input/weak/SV_COMP_194.c,SV_COMP,194,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,bounds_only;weak_loop_invariant;final_value_not_determined,"The loop invariants give only bounds on x and m; they do not characterize the full effect of the loop on m (that m is some previously seen x up to n-1), so the final modified state is not determined.",/home/yangfp/SESpec/src/input/SV_COMP/194.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/194/20260503_112809_100953_5a15b175/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/194/20260503_112809_100953_5a15b175/foo194.c
input/weak/SV_COMP_205.c,SV_COMP,205,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;bounds_only;final_value_not_determined,"The loop invariants give only basic bounds on x and m; they do not characterize the loop’s full effect on m (which may end as any prior x value), so the modified state is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/205.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/205/20260503_114747_100953_cc535faf/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/205/20260503_114747_100953_cc535faf/foo205.c
input/weak/SV_COMP_213.c,SV_COMP,213,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,"The loop invariant `x % 5 == 0` is far too weak: it does not characterize the loop’s full effect or determine the final state of `x`, and it omits relevant dependence on `y`.",/home/yangfp/SESpec/src/input/SV_COMP/213.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/213/20260503_115440_100953_154b61a7/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/213/20260503_115440_100953_154b61a7/foo213.c
input/weak/SV_COMP_217.c,SV_COMP,217,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariant only gives an upper bound on x; with the exit condition it does not determine the final value or capture the loop’s full effect, so the semantics are underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/217.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/217/20260503_120023_100953_8129ae30/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/217/20260503_120023_100953_8129ae30/foo217.c
input/weak/SV_COMP_218.c,SV_COMP,218,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants give only bounds on x; with the exit condition they do not determine the final value or full loop effect, so the specification is too weak.",/home/yangfp/SESpec/src/input/SV_COMP/218.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/218/20260503_120239_100953_a9ae7ab6/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/218/20260503_120239_100953_a9ae7ab6/foo218.c
input/weak/SV_COMP_231.c,SV_COMP,231,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariant only states that y is Boolean and gives no relation between x and y or the cumulative effect of iterations, so it is far too weak to determine the loop’s full behavior.",/home/yangfp/SESpec/src/input/SV_COMP/231.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/231/20260503_123216_100953_86a5cc5e/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/231/20260503_123216_100953_86a5cc5e/foo231.c
input/weak/SV_COMP_232.c,SV_COMP,232,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"Loop invariants are far too weak: they only state nonnegativity/a>=b and a vacuous existential, which do not determine the loop’s effect on a, b, and c or the final relation after exit.",/home/yangfp/SESpec/src/input/SV_COMP/232.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/232/20260503_123533_100953_566e7183/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/232/20260503_123533_100953_566e7183/foo232.c
input/weak/SV_COMP_233.c,SV_COMP,233,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariants are far too weak: they only state st/last unchanged and a>=b, which does not determine the full effect on modified variables a, b, and c after the loop.",/home/yangfp/SESpec/src/input/SV_COMP/233.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/233/20260503_123834_100953_ba3171c0/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/233/20260503_123834_100953_ba3171c0/foo233.c
input/weak/SV_COMP_234.c,SV_COMP,234,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariants give only bounds on j; they do not relate j to min(idBitLength/8, material_length), so the full loop effect/final value is not completely specified.",/home/yangfp/SESpec/src/input/SV_COMP/234.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/234/20260503_124145_100953_ce13f4b5/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/234/20260503_124145_100953_ce13f4b5/foo234.c
input/weak/SV_COMP_236.c,SV_COMP,236,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;bounds_only;final_value_not_determined,The loop invariant only gives a lower bound on j and does not specify enough to derive the final value/effect of the loop; it is too weak to capture the full loop behavior.,/home/yangfp/SESpec/src/input/SV_COMP/236.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/236/20260503_124630_100953_8edf325d/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/236/20260503_124630_100953_8edf325d/foo236.c
input/weak/SV_COMP_254.c,SV_COMP,254,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariant only states y==x (the existential q is vacuous) and does not characterize how x and y evolve across iterations or determine their final values, so the loop effect is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/254.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/254/20260503_130621_100953_edaf959c/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/254/20260503_130621_100953_edaf959c/foo254.c
input/weak/SV_COMP_255.c,SV_COMP,255,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are too weak to determine the full final effect on i: they give only lower/upper bounds and do not specify the exact post-loop relation (e.g. i = n when l < n, else i = l).",/home/yangfp/SESpec/src/input/SV_COMP/255.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/255/20260503_130844_100953_dc28de0a/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/255/20260503_130844_100953_dc28de0a/foo255.c
input/weak/SV_COMP_258.c,SV_COMP,258,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariant is only \true, so it does not constrain x or y enough to derive the loop’s full effect; the specification is therefore incomplete.",/home/yangfp/SESpec/src/input/SV_COMP/258.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/258/20260503_131229_100953_1f25bf9c/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/258/20260503_131229_100953_1f25bf9c/foo258.c
input/weak/SV_COMP_260.c,SV_COMP,260,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariant only gives an upper bound on x; with the exit condition it does not determine the final value (e.g. that x becomes min(n,1)), so the loop effect is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/260.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/260/20260503_131542_100953_d79e6e19/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/260/20260503_131542_100953_d79e6e19/foo260.c
input/weak/SV_COMP_269.c,SV_COMP,269,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are too weak: they only preserve k-i and j, but do not determine the final values of i and k after exit (e.g. that i==max(initial i,j) and k is increased by max(0,j-initial i)).",/home/yangfp/SESpec/src/input/SV_COMP/269.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/269/20260503_132919_100953_29af4021/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/269/20260503_132919_100953_29af4021/foo269.c
