baseline,model,sespec_case_id,baseline_case_id,sespec_path,baseline_path,sespec_func,baseline_func,signature,body_hash,case_id_aligned,coverage,pair_id,baseline_sha256,sespec_sha256,comparison_basis,A_parameter_count,A_contract_clause_count,A_nontrivial_contract_clause_count,A_invariant_count,A_nontrivial_invariant_count,B_parameter_count,B_contract_clause_count,B_nontrivial_contract_clause_count,B_invariant_count,B_nontrivial_invariant_count,status,verdict,elapsed_seconds,error_type,http_status
autospec,gpt-5.4-mini,370,370,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/370/foo276.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/370/FormalBench_0276_merged.c,foo276,findMaxVal,,,1,ok,bf83a1a8591f2758c802,0f951600abd8afbc745be9d755e6e4fa87fef0201806350f315f513c0144018e,584712fcb9622bbd2d9e8309e3010a26a70742f1c98554725ff8e003fe524576,contract,3,0,0,44,44,3,4,4,4,4,rated,equal,1.333,,
autospec,gpt-5.4-mini,371,371,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/371/foo371.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/371/FormalBench_0277_merged.c,foo371,findMaxVal,,,1,ok,ae41d8a5e24ba1496ad3,02a046f8c0a6f8a88f5f75068c8e31fe8f49d88065deb062e0338426b4140c9f,71c5c5ceeb02d1ed6a12ee716ce4040e97178b3dc84447116302d8411f8e9a21,contract,3,0,0,45,45,3,6,6,6,6,rated,incomparable,1.864,,
autospec,gpt-5.4-mini,372,372,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/372/foo281.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/372/FormalBench_0281_merged.c,foo281,divisor,,,1,ok,4d5b6050e0e29e26cf39,726f6146b1dfca9b0d50da9dfd3a7e75efa22ca6c294b52548abf776cc76c5f2,215dad9cd572fcd7dd74abf33786a8f6185780e63bf760aa360a1350bdca986c,contract,1,0,0,26,26,1,2,2,3,3,rated,equal,1.309,,
autospec,gpt-5.4-mini,373,373,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/373/foo373.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/373/FormalBench_0282_merged.c,foo373,divisor,,,1,ok,215231a4cded3ce6f700,601e49e840653328520b8dcd6f982c76e2287ee1d27896c8912d15d508aea2d4,2717343493379274590d354ad854cd2eb363e7c8f21fa32b24893cd630f3111d,loop_invariants,1,0,0,44,44,1,0,0,6,6,rated,incomparable,2.21,,
autospec,gpt-5.4-mini,374,374,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/374/foo374.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/374/FormalBench_0283_merged.c,foo374,divisor,,,1,ok,66fd1ec3c63a4ba901cf,0dc057e8f8f1e5201236c49b4a92910c6ed44faf42c8ce0e885977b3a7e5173a,dda6c200f3498fab3ba6f8d1c8b554656abab1c539521de3ebe22360631ed068,contract,1,0,0,35,35,1,4,4,4,4,rated,incomparable,1.257,,
autospec,gpt-5.4-mini,379,379,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/379/foo379.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/379/FormalBench_0288_merged.c,foo379,sumEven,,,1,ok,62b1e11dfcf6010d2c50,2c7310b7c74a95ea2adcbec3008de51eb6e17e96918db0f7b5976bba897d8f4a,741e51211a1de1721d560bbd413b6ecf8bc2e39f08cac07a3bf9d9c702338aa4,contract,2,0,0,40,40,2,1,1,4,3,rated,B_stronger,1.568,,
autospec,gpt-5.4-mini,380,380,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/380/foo380.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/380/FormalBench_0289_merged.c,foo380,sumDiv,,,1,ok,7994eb073a1ba943a826,2f53442bf06972b64826af0aa3ac419b9d412cdc67d7e6cf654aa84082113aba,2b3b4da149cfb5f75a4963b6f10f9f4393b93fa9ac6630455291f0eadcb44585,contract,1,0,0,54,54,1,1,1,10,10,rated,B_stronger,1.541,,
autospec,gpt-5.4-mini,381,381,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/381/foo381.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/381/FormalBench_0290_merged.c,foo381,numCommDiv,,,1,ok,219cd9b74a2df307ea85,3f3cad7cc78cd43460afe0f7f0efe42a3d89ac6a675e1d2f71e7f26ce1ed1289,514cecf67a18293c733b898e6a7167769cef8fed4e7e1cc6d0fc75eaa62f774c,contract,2,0,0,35,35,2,1,1,6,6,rated,equal,1.59,,
autospec,gpt-5.4-mini,382,382,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/382/foo382.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/382/FormalBench_0292_merged.c,foo382,findMaxVal,,,1,ok,8d8ffdaa0fda15edde45,c9253b3af4e5b3916b4798d4c7ebc885b14097dea6f11bcc2842f1e40bdf0b1e,717318575967b613dbaa6e758a935ebc4ba9745fb0732bda187f9d4688efa963,contract,3,0,0,62,62,3,7,7,10,10,rated,incomparable,1.784,,
autospec,gpt-5.4-mini,383,383,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/383/foo383.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/383/FormalBench_0294_merged.c,foo383,divisor,,,1,ok,cc85e233c0dcfb6855bf,8203f04bd54e8fae439acd82011f0b08b97c791d4308745a95d5de6c731ae8a5,3990a300a952cc5a7e2398d6a63682aafcf7ec9a87f7a8e4291503e55e9680a8,contract,1,0,0,38,38,1,5,5,9,9,rated,incomparable,1.552,,
autospec,gpt-5.4-mini,384,384,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/384/foo384.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/384/FormalBench_0295_merged.c,foo384,binomialCoeff,,,1,ok,d4a5d84938ccf60dfd03,8f0303a3ee18f21eb00a1ee74945ab255468b2e00483195ee031a9d307453bbc,42e8b961a95cd373ac443910434522b4bb72f32e311efb141983534b302d5a9d,contract,2,0,0,52,52,2,7,7,9,9,rated,incomparable,1.523,,
autospec,gpt-5.4-mini,389,389,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/389/foo389.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/389/FormalBench_0307_merged.c,foo389,findNthDigit,,,1,ok,ddd354a11c9eed31c901,ce2adcb03a5480c3f7dc631e5ef37d87881c1e28ad7391f43b8c641e5d437a1c,d03ad1cefbb5ef942497da5f0bc2c61cbf229bc77e0eec1b25a21c687a298dc2,loop_invariants,3,0,0,90,90,3,0,0,3,3,rated,A_stronger,1.506,,
autospec,gpt-5.4-mini,393,393,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/393/foo393.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/393/FormalBench_0316_merged.c,foo393,lastTwoDigits,,,1,ok,a14f88b406649aa89bd2,26b82b1df708e186fa5324f99d7e605b2b499fd95641ddccc9fe23d6886dc194,9258d8b5aa4e14e4b82f98b10886792e9346bb3a6f3005d33b48b34656e23f54,contract,1,0,0,46,46,1,4,4,2,2,rated,incomparable,1.486,,
autospec,gpt-5.4-mini,394,394,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/394/foo394.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/394/FormalBench_0317_merged.c,foo394,lastTwoDigits,,,1,ok,94097de22a806a236b7a,57c09474af07c6da188b353f5c067afef3ee5eb53877570d634131bc14c37f37,1dec1ebec464b9e7dff21f8522e6f99c4d69ae09592151de3ddf1c98391f7602,contract,1,0,0,51,51,1,5,5,2,2,rated,incomparable,1.576,,
autospec,gpt-5.4-mini,396,396,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5.4-mini/396/foo396.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5.4-mini/396/FormalBench_0322_merged.c,foo396,evenPowerSum,,,1,ok,82fa065727af0b861559,5755020b1ca7732772d910c23067f500b76fd7581862cdfe3156f9edf2e09d05,63fe21f6b2a2eed6a7b561009181db72255fb395f5069a134dd465e65b87ef3f,loop_invariants,1,0,0,47,47,1,1,0,5,5,rated,incomparable,1.141,,
autospec,gpt-5,0,0,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/0/foo0.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/0/sespec_0000_merged.c,foo0,ack,,,1,ok,fb141253daa7d2cb7323,633949ac0280fa4f4a9799895564fe82968406db8846b037edda03cc3a58ebeb,39e65ad7d265b6e7fb2bd80c5f215b9a273e09bd03c178774280f597048ef81b,contract,2,5,5,0,0,2,1,0,0,0,rated,incomparable,1.441,,
autospec,gpt-5,1,1,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/1/foo1.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/1/sespec_0001_merged.c,foo1,addition,,,1,ok,6a34378401f2d3cbacfc,30363794abf9907fb749c8aa6d88b3e37aa393318ac7e1ff93b30abe01c7bf0a,36f23bacf25f15f6c3c9f05cfe0b411afc7d57b72e314a300663a52353768964,contract,2,1,1,0,0,2,5,5,0,0,rated,B_stronger,1.509,,
autospec,gpt-5,2,2,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/2/foo2.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/2/sespec_0002_merged.c,foo2,fibonacci,,,1,ok,9e89d41d91f1b59bc6e1,2210299f11ca6b6bf61c7148507c31df32c577ae9f0fcd7fc00f30a05c33b435,53c2ee00d28d8a8986b4f768c894a2551b9fffa6bad863d91c1b4bec101fd001,contract,1,7,6,0,0,1,7,7,0,0,rated,incomparable,1.396,,
autospec,gpt-5,3,3,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/3/foo3.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/3/sespec_0003_merged.c,foo3,gcd,,,1,ok,db420b987ecdda413563,693b8dbd612e8fe96aa7543f7c6ebe42a3a743eab8784bbc0b370ffd631ae68c,9dfc8edbc6464f8ed01486220eeb818a5fa4938c0552ba21174cf7aec85e8113,contract,2,2,2,0,0,2,8,8,0,0,rated,incomparable,1.679,,
autospec,gpt-5,4,4,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/4/foo4.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/4/sespec_0004_merged.c,foo4,hanoi,,,1,ok,63a914072d52c53b1f88,68a4f454d237dd2fa766eb8e4a5c016575aeaf4c93d3503e378cc8dbada818e2,4c3e49b7e8793f4c9e51e3826348fffca22a1ac925de4ca311150b5211c228bb,contract,1,2,2,0,0,4,5,5,0,0,rated,incomparable,1.353,,
autospec,gpt-5,5,5,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/5/foo27_c5.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/5/sespec_0005_merged.c,foo27_c5,f,,,1,ok,d011fa0157282f026a5e,ae6c82bc54c1c610c4f5b03cde561bc89113f26cdaebddffb5aacc0d43cdacc5,d2f9d6de4726f7dea37e1ed177a76b04ddd8a86257a13805de6e429346734a55,contract,1,2,2,0,0,1,3,3,0,0,rated,equal,1.775,,
autospec,gpt-5,12,12,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/12/foo42_c12.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/12/sespec_0012_merged.c,foo42_c12,recursion,,,1,ok,7d0e42b494a5a7aab276,08a03af6119dd61ef3163dc1bd7d186e3aa1a7f3d05bdffbcaa258e3f34a390a,73cfdd9fdc0e2ef6b9843b9a90cf11f41024335f69cf2aa6d0b4987bf3fe75ba,contract,1,2,2,0,0,1,1,1,0,0,rated,equal,1.459,,
autospec,gpt-5,17,17,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/17/foo17.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/17/sespec_0017_merged.c,foo17,func,,,1,ok,324dcaab97ba042fbee2,3139579462fcaad73b73592318f078ea9a8e501db19921754696bb083067ac46,676aa4c99bf49f63cf153b606abdf85a314e208d5e525f92ac737f965796766c,contract,1,3,2,0,0,1,4,4,0,0,rated,B_stronger,1.657,,
autospec,gpt-5,33,33,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/33/foo33.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/33/sespec_0033_merged.c,foo33,arithmeticException6,,,1,ok,fdf0fc274fe24fe787d9,fc7bfabafc0ab3ebce87d408f2196d20d472bbcf5e9dab790964a16f2d2c1bbc,38f2f5295335e48f04a7d78fd1e71848e50b050be1aa4159a7fd8a4a8a18cd07,contract,1,3,2,0,0,1,2,2,0,0,rated,equal,1.695,,
autospec,gpt-5,34,34,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/34/foo10_c34.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/34/sespec_0034_merged.c,foo10_c34,divS32,,,1,ok,5109b13a7b4fc7e165eb,977480936be26f2ce4542ee74036cc597dd52a14c6116fe988914c3f711cffb9,2c36296aea0099b8cc706356d406cce8288af334c52cce1e95c74631c5fd4c6c,contract,2,3,3,0,0,2,2,2,0,0,rated,incomparable,1.764,,
autospec,gpt-5,35,35,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/35/foo35.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/35/sespec_0035_merged.c,foo35,fun,,,1,ok,4dc3ff6d5f5d111ae26a,19ebbbe53f02dee87e80b86d81269a653886d39677120c37200a67c5c0e5b278,7de87ee486c7d8d20411537be5856ccefe3e88ee02420ab7580900878e240693,contract,1,1,0,0,0,1,4,4,0,0,rated,B_stronger,1.447,,
autospec,gpt-5,38,38,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/38/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/38/sespec_0038_merged.c,foo42,foo136,,,1,ok,f08c8330a9caecb78d4f,7d4b29bef6afa114f60dddb5b5d7826619dd6239346d0abbf9595866b6a3053b,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,10,10,3,0,0,19,19,rated,incomparable,1.452,,
autospec,gpt-5,39,39,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/39/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/39/sespec_0039_merged.c,foo42,foo137,,,1,ok,cce56c5fcac51b9108f5,8efcded9182a3d427a0b9f9f77d9b8135c4a9a30a69abdbbb9321d692b6c6d65,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,A_stronger,2.857,,
autospec,gpt-5,40,40,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/40/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/40/sespec_0040_merged.c,foo42,foo138,,,1,ok,2f5d18a9c6935209eb75,6fd41fd6d784d4cb7278ec4d65098f0a06b5db91d223717e2fffaf51097a14da,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,A_stronger,1.716,,
autospec,gpt-5,41,41,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/41/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/41/sespec_0041_merged.c,foo42,foo139,,,1,ok,5a1b404ebdac1d055f0a,7e86d5809a49bd4a09ed8951559ad0a32badcee419bcf657dacaf0638407f772,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,B_stronger,1.495,,
autospec,gpt-5,42,42,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/42/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/42/sespec_0042_merged.c,foo42,foo140,,,1,ok,e1953935392745fc7985,171fbed9215ec9606687b934f4467e2a8a5a6a2f2c0103f12a5d68de1c19b62e,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,A_stronger,1.672,,
autospec,gpt-5,43,43,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/43/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/43/sespec_0043_merged.c,foo42,foo141,,,1,ok,390b3f154cb6d06cf220,e7da92731371abac4361f5d59997e338648872ad1d583dfaa965689855bf6b84,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,B_stronger,2.644,,
autospec,gpt-5,44,44,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/44/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/44/sespec_0044_merged.c,foo42,foo142,,,1,ok,1d1af1c361dd741fb64c,6ee640d8d186d35eedf0432ad9ef7f8c2917eee5a429a6e8063cebab60805b37,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,B_stronger,1.832,,
autospec,gpt-5,45,45,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/45/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/45/sespec_0045_merged.c,foo42,foo143,,,1,ok,18e0f0ba756be854ce4c,f5832820f04ee9499aeb2eaedb08240440af69872a1df668e1bcc97d43f06905,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,A_stronger,2.456,,
autospec,gpt-5,46,46,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/46/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/46/sespec_0046_merged.c,foo42,foo144,,,1,ok,d77bb88f67bcdbbc105e,0d460f1644d9aa395dca297637b582d1d667de2c2a5682a68bcb4b3484554d98,6c8152507710c03f09a6b3e6de5e776c91432923b64e8a9eb6b4f4a1cafea82f,loop_invariants,3,0,0,3,3,3,0,0,19,19,rated,incomparable,8.735,,
autospec,gpt-5,47,47,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/47/foo47.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/47/sespec_0047_merged.c,foo47,foo145,,,1,ok,2cf0e40ae58773c93285,96bf7a49328e38c25bbd7ba5850f610d93de087a233e65e23dfa279d3a8b52ee,a0c1df7d7d069acc9a0202dbaffd4668caff129e14fc3aa85016c6e1aad36822,loop_invariants,1,0,0,14,14,1,1,0,16,16,rated,incomparable,1.322,,
autospec,gpt-5,49,49,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/49/foo49.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/49/sespec_0049_merged.c,foo49,foo176,,,1,ok,6d8816afda04d4e02b93,ad8e477f38e28de1b5686c13bc5d06273529adacf90cf387ee43d5747d84f768,e0a5f6e1cc886843d893d7fcc4cfd542279998b61857eb688ecae6d5f94a8130,contract,3,0,0,12,12,3,1,1,21,21,rated,B_stronger,1.424,,
autospec,gpt-5,50,50,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/50/foo50.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/50/sespec_0050_merged.c,foo50,foo181,,,1,ok,23e16391fc14cb60096f,762109ffe9c882149f45e0a348d8ee4e0ea0fa7bc075d7f5621c2794c6bfe32f,6998c4d326ee26cc49ab8d1e1713ad78ff781763ce80c5fcd88f236e16b2e625,loop_invariants,3,0,0,17,17,3,0,0,17,17,rated,incomparable,2.076,,
autospec,gpt-5,52,52,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/52/foo51.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/52/sespec_0052_merged.c,foo51,foo188,,,1,ok,535fa66d327041b8138c,61b19a015e3ff86587ddd6985bea3c6800a47e074da4bf1275c4a69296dbb968,de308e989b4e5175ef722ea3447c073be225b7fe8ca17c75246977bbdfacc8d5,loop_invariants,0,0,0,10,10,0,1,0,18,18,rated,incomparable,1.404,,
autospec,gpt-5,53,53,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/53/foo53.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/53/sespec_0053_merged.c,foo53,foo227,,,1,ok,b5faf1cded9e7c72be40,e438c5c13c574084b4b790b9fd4a10ee77bfff836cfa6ac13a04e0130accb05d,b065921f2f27885cd6868305277f875c25ae0446404e22ef5dfa4dd526e8de5b,loop_invariants,0,0,0,12,12,0,0,0,8,8,rated,incomparable,1.667,,
autospec,gpt-5,54,54,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/54/foo214.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/54/sespec_0054_merged.c,foo214,foo228,,,1,ok,dab9162da50734e48b8f,9ac8e1b7424102fe0685167c5937ce330a323f5e59b1793678dc9b3222db3ab0,d76e4a380469d74b3b7196a4175575b469b1e36f460b3bd2c01d4dd86f07bfb1,loop_invariants,0,0,0,8,8,0,0,0,6,6,rated,incomparable,1.47,,
autospec,gpt-5,55,55,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/55/foo55.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/55/sespec_0055_merged.c,foo55,foo232,,,1,ok,95c82fe5ae93d8995852,6deb0499d35eb85d963c531dacb463dc85f777dfedb10fba7874f130f428b511,12a5e8c757b2b1d0beac20a6587308a2337073cf5faa594da0ea6d2233317a4f,loop_invariants,1,0,0,4,4,1,0,0,8,8,rated,A_stronger,2.285,,
autospec,gpt-5,57,57,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/57/foo57.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/57/sespec_0057_merged.c,foo57,foo241,,,1,ok,509ba3e7ca1b4010fcad,888567226fb115ca468814943983eac7e0079701f62cbcb5cf8ef7a0d7a572ab,977a16f7b2a121dd0c90ddbe9484e79609f334b63ba15229a6d5135f02fdce98,loop_invariants,2,0,0,0,0,2,1,0,8,8,rated,B_stronger,2.045,,
autospec,gpt-5,59,59,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/59/foo59.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/59/sespec_0059_merged.c,foo59,foo243,,,1,ok,8780ade4ad23f0d9aeaf,e3062e4c18be6df077add28a31fc89a5d670902e5e749e093e5887e83d81adc8,b8ed1a80cfcb90685d7d53614abaa12a402220bb3ad9d54affd7163a2f455e14,loop_invariants,0,0,0,5,5,0,1,0,4,4,rated,incomparable,1.961,,
autospec,gpt-5,60,60,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/60/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/60/sespec_0060_merged.c,foo234_c60,foo246,,,1,ok,75acb54a0db03c8a1e62,b6fe087602357ee4f0cea0e41543b813d2aa14c153e1a0f40db4da4ef5f53bed,ce726c486803b08c5f2967ecc11decb4ebb21bec1f69106d329569819f318999,loop_invariants,3,0,0,5,5,3,0,0,9,9,rated,incomparable,1.472,,
autospec,gpt-5,61,61,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/61/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/61/sespec_0061_merged.c,foo234_c60,foo247,,,1,ok,035416b14014119ac5ed,174c9ef72084d7bed86abdbe290849a5fc392c2dc3350a96a3228bec94a642cf,ce726c486803b08c5f2967ecc11decb4ebb21bec1f69106d329569819f318999,loop_invariants,3,0,0,1,1,3,0,0,9,9,rated,incomparable,1.729,,
autospec,gpt-5,62,62,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/62/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/62/sespec_0062_merged.c,foo234_c60,foo248,,,1,ok,2727c2036ca6a464ab25,d6d18aac47388cf31a463c525f994e0e67a3eaa6fd7a3f492d592b0771dcb35d,ce726c486803b08c5f2967ecc11decb4ebb21bec1f69106d329569819f318999,loop_invariants,3,0,0,1,1,3,0,0,9,9,rated,B_stronger,2.227,,
autospec,gpt-5,63,63,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/63/foo63.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/63/sespec_0063_merged.c,foo63,foo252,,,1,ok,99e2b783c3c1a756f80c,6d2ac942b4214c21d5378b3c97bff90fb79cc8894fad3fec95f2cef93a34c6af,8a72c60ef960b2d62a2fd9beeb18e4b66c8ad8ffa2ef5217f0f98322d1095361,loop_invariants,0,0,0,13,13,0,0,0,6,6,rated,A_stronger,2.142,,
autospec,gpt-5,64,64,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/64/foo64.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/64/sespec_0064_merged.c,foo64,foo253,,,1,ok,b7f407d02992c4bd1348,59d70a2e4493c181c91fd74fe063d21b5a674b489cd0ead4bbebd954057283d1,ca46918ffb27b3a4db85aa967e9c6335e1746c315fdf1b13787aff2deb238c0a,loop_invariants,0,0,0,16,16,0,0,0,8,8,rated,A_stronger,1.255,,
autospec,gpt-5,65,65,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/65/foo65.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/65/sespec_0065_merged.c,foo65,foo263,,,1,ok,35617f3e5c9a684a81aa,7f9c40e62d4dca1a824404213f88739d326e82ca1fffdcae931ce562d17feda8,9d055cde00ff8a7345bb3d7158c2daefe6fcd2472a08e919413b9d5e5ae05fe0,loop_invariants,1,0,0,9,9,1,0,0,7,7,rated,incomparable,1.477,,
autospec,gpt-5,66,66,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5/66/foo66.c,/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5/66/sespec_0066_merged.c,foo66,foo284,,,1,ok,84d25ee3993194276dc6,ed15327e44ff29f71881c48200ee1f7a3ff7fc258a53d2e47f996293ca438267,2fc8cf46c6012c6a80f2ddf9857763e61003b9aa0415f0d9677b346c9b9ce9da,loop_invariants,1,0,0,5,5,1,0,0,32,32,rated,B_stronger,1.415,,
