tool,model,case_id,status,source_dir,score,valid_pass,note
SESpec,gpt-5.4-mini,109,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/109/20260514_231556_294061_05f88b8e,4,True,foo30
SESpec,gpt-5.4-mini,110,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/110/20260514_231606_294061_b855f440,9,True,foo31
SESpec,gpt-5.4-mini,111,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/111/20260521_173325_84201_b29b8a54,18,True,foo111
SESpec,gpt-5.4-mini,112,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/112/20260521_173416_84201_3fcbb1c7,2,True,foo112
SESpec,gpt-5.4-mini,113,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/113/20260519_115825_3115442_bd09019a,6,True,foo113
SESpec,gpt-5.4-mini,114,matched,/home/yangfp/SESpec/src/results/matrix_runs/fixB_test_20260519_221847/sespec_default/sespec/gpt-5.4-mini/114/20260519_221847_3892515_1557bc47,0,False,foo114
SESpec,gpt-5.4-mini,115,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/115/20260517_205532_1002864_d8027933,3,True,foo115
SESpec,gpt-5.4-mini,116,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/116/20260519_115837_3115442_67a82100,3,True,foo116
SESpec,gpt-5.4-mini,117,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/117/20260517_205538_1002864_1541bc87,3,True,foo117
SESpec,gpt-5.4-mini,118,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/118/20260517_205546_1002864_63ac659e,3,True,foo118
SESpec,gpt-5.4-mini,119,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/119/20260521_173644_84201_2150afca,8,True,foo119
SESpec,gpt-5.4-mini,120,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/120/20260521_173715_84201_6e5d31cb,18,True,foo120
SESpec,gpt-5.4-mini,121,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/121/20260517_205625_1002864_a5984c1d,7,True,foo121
SESpec,gpt-5.4-mini,122,matched,/home/yangfp/SESpec/src/results/matrix_runs/sample40_fixABB_20260520_115400/sespec_default/sespec/gpt-5.4-mini/122/20260520_115400_3946491_51337c03,5,True,foo122
SESpec,gpt-5.4-mini,123,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/123/20260521_173958_84201_3debdf90,6,True,foo123
SESpec,gpt-5.4-mini,124,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/124/20260521_174029_84201_0592a542,12,True,foo124
SESpec,gpt-5.4-mini,125,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/125/20260519_115851_3115442_faa72209,2,True,foo125
SESpec,gpt-5.4-mini,126,matched,/home/yangfp/SESpec/src/results/matrix_runs/fixB_test_20260519_221847/sespec_default/sespec/gpt-5.4-mini/126/20260519_221847_3892515_c2d9f506,7,True,foo126
SESpec,gpt-5.4-mini,127,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/127/20260521_174349_84201_7c546821,15,True,foo127
SESpec,gpt-5.4-mini,128,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/128/20260514_232601_294061_8d9397cc,4,True,foo51
SESpec,gpt-5.4-mini,129,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/129/20260517_205642_1002864_b39f791b,4,True,foo129
SESpec,gpt-5.4-mini,130,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/130/20260521_174417_84201_16a56a60,11,True,foo130
SESpec,gpt-5.4-mini,131,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/131/20260519_115908_3115442_fe2a2f87,6,True,foo131
SESpec,gpt-5.4-mini,132,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/132/20260521_174658_84201_7bef904b,9,True,foo132
SESpec,gpt-5.4-mini,133,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/133/20260517_205728_1002864_46b97658,6,True,foo133
SESpec,gpt-5.4-mini,134,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/134/20260521_174817_84201_15e9f22f,16,True,foo134
SESpec,gpt-5.4-mini,135,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/135/20260521_174845_84201_eb0c387e,7,True,foo135
SESpec,gpt-5.4-mini,136,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/136/20260517_205751_1002864_cf71baa5,13,True,foo136
SESpec,gpt-5.4-mini,137,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/204/20260515_001428_294061_f8ddd571,3,True,foo62
SESpec,gpt-5.4-mini,138,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/138/20260514_233057_294061_ca8188f7,3,True,foo63
SESpec,gpt-5.4-mini,139,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/139/20260517_205824_1002864_9be53d63,3,True,foo139
SESpec,gpt-5.4-mini,140,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/207/20260515_001549_294061_3699d602,3,True,foo65
SESpec,gpt-5.4-mini,141,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/208/20260515_001554_294061_b615b45a,3,True,foo66
SESpec,gpt-5.4-mini,142,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/142/20260517_205833_1002864_0e6e4843,2,True,foo142
SESpec,gpt-5.4-mini,143,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/143/20260517_205845_1002864_383670f5,2,True,foo143
SESpec,gpt-5.4-mini,144,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/144/20260517_205850_1002864_8f318ef5,2,True,foo144
SESpec,gpt-5.4-mini,145,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/145/20260521_175118_84201_d3fd0d4c,2,True,foo145
SESpec,gpt-5.4-mini,146,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/146/20260521_175135_84201_c2bbb76f,12,True,foo146
SESpec,gpt-5.4-mini,147,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/147/20260521_175218_84201_99a73888,13,True,foo147
SESpec,gpt-5.4-mini,148,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/148/20260521_175402_84201_1d3dce58,10,True,foo148
SESpec,gpt-5.4-mini,149,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/149/20260521_175411_84201_07594fd6,13,True,foo149
SESpec,gpt-5.4-mini,150,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/150/20260519_115954_3115442_f62afdf0,1,True,foo150
SESpec,gpt-5.4-mini,151,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/151/20260519_115956_3115442_a49cfba5,0,False,foo151
SESpec,gpt-5.4-mini,152,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/152/20260517_205941_1002864_bd731086,0,False,foo152
SESpec,gpt-5.4-mini,153,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/153/20260521_175736_84201_e05ee5f4,19,True,foo153
SESpec,gpt-5.4-mini,154,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/154/20260521_180001_84201_b05baa71,8,True,foo154
SESpec,gpt-5.4-mini,155,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/155/20260519_120038_3115442_b8aaf949,2,True,foo155
SESpec,gpt-5.4-mini,156,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/156/20260521_180336_84201_f7623eba,15,True,foo156
SESpec,gpt-5.4-mini,157,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/157/20260519_120116_3115442_d75662eb,0,False,foo157
SESpec,gpt-5.4-mini,158,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/158/20260517_210120_1002864_2f7d8b0c,0,False,foo158
SESpec,gpt-5.4-mini,159,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/159/20260521_181955_84201_1cd18fef,14,True,foo159
SESpec,gpt-5.4-mini,160,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/160/20260519_120129_3115442_fad04e9a,12,True,foo160
SESpec,gpt-5.4-mini,161,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/161/20260517_210207_1002864_d2f05949,13,True,foo161
SESpec,gpt-5.4-mini,162,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/162/20260521_182859_84201_dceb2623,13,True,foo162
SESpec,gpt-5.4-mini,163,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/163/20260514_234253_294061_8161d170,0,False,foo14
SESpec,gpt-5.4-mini,164,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/98/20260514_230724_294061_0e5cf3e6,0,False,foo15
SESpec,gpt-5.4-mini,165,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/165/20260521_183857_84201_31b958ee,14,True,foo165
SESpec,gpt-5.4-mini,166,matched,/home/yangfp/SESpec/src/results/matrix_runs/fixB_test_20260519_221847/sespec_default/sespec/gpt-5.4-mini/166/20260519_221847_3892515_3bc8c457,0,False,foo166
SESpec,gpt-5.4-mini,167,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/167/20260519_120214_3115442_8b704317,17,True,foo167
SESpec,gpt-5.4-mini,168,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/168/20260521_184420_84201_5f244bc5,12,True,foo168
SESpec,gpt-5.4-mini,169,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/169/20260521_184630_84201_4a518c94,13,True,foo169
SESpec,gpt-5.4-mini,170,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/170/20260514_234808_294061_fcc0b3b7,13,True,foo21
SESpec,gpt-5.4-mini,171,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/171/20260521_184951_84201_afad4bc7,18,True,foo171
SESpec,gpt-5.4-mini,172,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/172/20260521_185134_84201_0454c313,21,True,foo172
SESpec,gpt-5.4-mini,173,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/173/20260521_185337_84201_8fe7483e,31,True,foo173
SESpec,gpt-5.4-mini,174,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/174/20260521_185602_84201_9334fca0,14,True,foo174
SESpec,gpt-5.4-mini,175,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/175/20260517_210956_1002864_de128093,15,True,foo175
SESpec,gpt-5.4-mini,176,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/176/20260521_185843_84201_225dcdd7,20,True,foo176
SESpec,gpt-5.4-mini,177,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/107/20260514_231535_294061_43525a22,11,True,foo28
SESpec,gpt-5.4-mini,178,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/178/20260519_120424_3115442_871845d7,24,True,foo178
SESpec,gpt-5.4-mini,179,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/179/20260521_190547_84201_56bb7d12,13,True,foo179
SESpec,gpt-5.4-mini,180,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/180/20260521_190725_84201_8f032eea,13,True,foo180
SESpec,gpt-5.4-mini,181,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/181/20260521_190759_84201_7d6d9a36,13,True,foo181
SESpec,gpt-5.4-mini,182,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/182/20260521_190829_84201_52ee3d95,16,True,foo182
SESpec,gpt-5.4-mini,183,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/183/20260521_191115_84201_656c36b0,16,True,foo183
SESpec,gpt-5.4-mini,184,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/184/20260519_120549_3115442_d05e7bfc,3,True,foo184
SESpec,gpt-5.4-mini,185,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/185/20260521_191320_84201_af6891dd,21,True,foo185
SESpec,gpt-5.4-mini,186,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/186/20260517_211800_1002864_cf0f88c0,15,True,foo186
SESpec,gpt-5.4-mini,187,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/187/20260517_211817_1002864_8fd0083e,9,True,foo187
SESpec,gpt-5.4-mini,188,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/188/20260519_120624_3115442_f65805d3,11,True,foo188
SESpec,gpt-5.4-mini,189,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/189/20260519_120628_3115442_114add46,12,True,foo189
SESpec,gpt-5.4-mini,190,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/190/20260517_212018_1002864_468dedbc,6,True,foo190
SESpec,gpt-5.4-mini,191,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/191/20260517_212109_1002864_cb898d6b,0,False,foo191
SESpec,gpt-5.4-mini,192,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/192/20260517_212434_1002864_fb7ae55b,1,True,foo192
SESpec,gpt-5.4-mini,193,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/193/20260519_120810_3115442_08eaca8d,0,False,foo193
SESpec,gpt-5.4-mini,194,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/194/20260521_192538_84201_3bf543bb,16,True,foo194
SESpec,gpt-5.4-mini,195,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/195/20260521_192620_84201_7593dee1,18,True,foo195
SESpec,gpt-5.4-mini,196,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/196/20260521_192738_84201_3d0b3a2f,19,True,foo196
SESpec,gpt-5.4-mini,197,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/197/20260519_120906_3115442_769392e2,4,True,foo197
SESpec,gpt-5.4-mini,198,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/198/20260517_212745_1002864_f7166c5f,2,True,foo198
SESpec,gpt-5.4-mini,199,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/199/20260521_193300_84201_15ca62c0,3,True,foo199
SESpec,gpt-5.4-mini,200,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/200/20260521_193627_84201_9f1601a6,24,True,foo200
SESpec,gpt-5.4-mini,201,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/201/20260519_120945_3115442_d58cb613,2,True,foo201
SESpec,gpt-5.4-mini,202,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/202/20260521_193736_84201_f2bf5ade,23,True,foo202
SESpec,gpt-5.4-mini,203,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/203/20260521_193950_84201_ee691b1e,19,True,foo203
SESpec,gpt-5.4-mini,204,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/204/20260521_194134_84201_1f41b0aa,18,True,foo204
SESpec,gpt-5.4-mini,205,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/205/20260521_194233_84201_3fa3d80e,21,True,foo205
SESpec,gpt-5.4-mini,206,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/139/20260514_233101_294061_8d79529a,14,True,foo64
SESpec,gpt-5.4-mini,207,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/205/20260521_194233_84201_3fa3d80e,21,True,foo205
SESpec,gpt-5.4-mini,208,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/208/20260519_121132_3115442_bd5d263f,0,False,foo208
SESpec,gpt-5.4-mini,209,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/209/20260521_194906_84201_67f407cf,14,True,foo209
SESpec,gpt-5.4-mini,210,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/210/20260521_194935_84201_b30d80f7,7,True,foo210
SESpec,gpt-5.4-mini,211,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/211/20260521_195041_84201_cde77c8e,22,True,foo211
SESpec,gpt-5.4-mini,212,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/212/20260521_195218_84201_1d2db9c7,27,True,foo212
SESpec,gpt-5.4-mini,213,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/213/20260521_195243_84201_95924230,11,True,foo213
SESpec,gpt-5.4-mini,214,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/214/20260519_121235_3115442_9df4e343,0,True,foo214
SESpec,gpt-5.4-mini,215,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/215/20260521_195546_84201_69cd1b61,14,True,foo215
SESpec,gpt-5.4-mini,216,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/216/20260519_121247_3115442_f76ff5f8,8,True,foo216
SESpec,gpt-5.4-mini,217,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/217/20260521_195710_84201_8d5f8dba,11,True,foo217
SESpec,gpt-5.4-mini,218,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/218/20260521_195836_84201_1cf61440,19,True,foo218
SESpec,gpt-5.4-mini,219,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/219/20260521_195935_84201_713a567f,15,True,foo219
SESpec,gpt-5.4-mini,220,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/220/20260521_200017_84201_5a0be7ef,13,True,foo220
SESpec,gpt-5.4-mini,221,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/221/20260521_200112_84201_a561ba6b,13,True,foo221
SESpec,gpt-5.4-mini,222,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/222/20260521_200256_84201_a5710428,20,True,foo222
SESpec,gpt-5.4-mini,223,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-5.4-mini/223/20260515_002647_294061_24f621c4,10,True,foo82
SESpec,gpt-5.4-mini,224,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/224/20260521_200831_84201_3f2de186,14,True,foo224
SESpec,gpt-5.4-mini,225,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/225/20260521_200915_84201_4bd73270,11,True,foo225
SESpec,gpt-5.4-mini,226,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/226/20260521_200941_84201_78e416e6,10,True,foo226
SESpec,gpt-5.4-mini,227,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202647_sespec400_gpt54mini_fails_rerun/sespec_default/sespec/gpt-5.4-mini/227/20260517_213637_1002864_b4211a2e,4,True,foo227
SESpec,gpt-5.4-mini,228,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/228/20260521_201340_84201_fd520d9e,11,True,foo228
SESpec,gpt-5.4-mini,229,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/229/20260521_201357_84201_4e88f16d,8,True,foo229
SESpec,gpt-5.4-mini,230,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-5.4-mini/230/20260521_201508_84201_0b4c85a0,20,True,foo230
SESpec,gpt-5.4-mini,231,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260519_115340_3115442_c31e8126/sespec_default/sespec/gpt-5.4-mini/231/20260519_121626_3115442_8aba737c,10,True,foo231
