case_id,verdict,reason
290,B_stronger,"B gives the full functional postcondition result equals the recursive sequence seqN(c) (plus a precise loop invariant linking state to the sequence), while A only exposes the recurrence and base facts about the array without stating the returned value relation."
291,B_stronger,"B precisely specifies the full return value via a recursive sequence definition and base cases, while A only gives loop facts about the array during iteration and does not state the final output relation as directly."
292,A_stronger,"A implies B’s behavior of returning the Pell-like sequence value for seed>=1, and A also contains additional loop facts about the full array contents and bounds that B does not express."
293,B_stronger,"B is stronger because it gives an exact recursive postcondition tying the return value to seq_term(seed) and precise loop invariants for the rolling state, while A only states the array recurrence and some bounds with no direct functional specification of the returned result."
294,A_stronger,"A implies B’s loop facts (including the recurrence and bounds) and additionally states extra non-trivial invariants such as arr[1]==1, arr[0]==0&&arr[1]==1, and the explicit nonnegative bound on all computed elements."
295,B_stronger,"B implies the Fibonacci-style functional result via ensures/result[k]==fib(k), while A only states local recurrence and base values plus weaker/duplicated bounds, so B is more informative."
296,B_stronger,"B precisely specifies the returned value as fib(seed) with a recursive definition and bounded precondition, while A only exposes loop-state facts and does not state the final postcondition as directly or as completely."
297,B_stronger,"B gives the exact functional result via esult == fib_like(seed) (and a precise recurrence characterization), while A only specifies the iterative array construction and returned array element without an explicit end-to-end postcondition, so B more fully characterizes input-output behavior."
298,B_stronger,"B implies the observable behavior of A (same return value and stronger preservation/frame facts) while also adding extra non-trivial constraints such as result upper-bounding and the explicit preconditions, whereas A only states weaker boundary invariants."
299,A_stronger,"A includes the key peak-search monotonicity invariants on i and top (e.g. data[i-1] < data[i] and data[top] >= data[top+1]) that B lacks, while B’s extra bounds and unchanged-parameter facts are mostly precondition/frame facts and do not recover those behavioral constraints."
300,A_stronger,"A includes the key peak-search ordering invariants linking found and top to adjacent array values, while B mostly adds bounds and frame/preservation facts and lacks those behavioral properties, so A more precisely characterizes the function's result."
301,A_stronger,"A’s contract contains the key peak-shape invariants relating adjacent elements around `found`/`top`, while B only states nonnegativity, bounds, and frame/preservation facts, so A logically implies more about the result behavior."
302,B_stronger,"B’s contract implies the same recurrence behavior as A and additionally states the exact relation to fib2 and a stronger loop-bound invariant, while A only gives nonnegativity and base/recurrence facts."
303,B_stronger,"B states the exact recursive specification of the result via seq(n) and loop invariants tying the state variables to that sequence, while A only constrains a heap array recurrence and return value without an explicit closed-form functional postcondition."
305,A_stronger,"A includes the peak-adjacent monotonicity invariants on both ends (`arr[left] >= arr[left-1]` and `arr[right] >= arr[right+1]`), which are not present in B, while B’s extra facts are mostly preconditions or frame properties and do not strengthen the functional characterization as much."
306,B_stronger,"B implies A’s recurrence/initial-value facts via lucas_val and adds extra informative invariants tying array entries to the recursive Lucas specification and bounds, while A lacks those additional semantic constraints."
307,B_stronger,"B’s contract is stronger because it precisely specifies the result as the recursive max_prefix of the input array and states full input immutability, while A only gives weaker existence/ordering properties about positives and zeros."
308,A_stronger,"A’s loop invariants specify that the result is 0 when no positive prefix exists and otherwise is the maximum positive value seen so far, whereas B only states the arguments are unchanged and adds a largely precondition-based domain restriction without characterizing the return value."
309,B_stronger,"B precisely specifies the returned value as a recursive prefix maximum and states full array/frame stability, while A only provides local invariants about positivity and upper bounds without an equivalent postcondition-level characterization."
310,A_stronger,"A’s loop invariants are at least as informative as B’s on the active nonnegative branch and additionally include stronger lower-bound facts such as 0 <= right and 0 <= left plus combined bounds, while B’s extra precondition-related invariant about num matching its pre-state is not needed to characte"
316,A_stronger,"A includes B’s guarantees for the special case number==1 and nonnegativity of the result, plus strictly stronger loop invariants about divisibility/non-divisibility that B lacks."
317,B_stronger,"B’s loop invariant exactly characterizes the running count via the recursive specification factors_up_to(num, size - 1), while A only states weaker local divisibility/non-divisibility properties and bounds on result."
318,A_stronger,"A includes the non-trivial divisibility invariant ∀d< c, (num % d != 0 || num / d != d) and the tighter bound result <= c - 2, while B only states nonnegativity and c >= 2, so A logically contains more precise behavior information."
319,incomparable,"A contains detailed divisibility/maximality loop invariants that B lacks, while B contains the invariant l == 1 that A does not state, so neither contract’s facts logically subsume the other."
320,B_stronger,"B includes the same core divisibility/maximality information about the loop result and the lcm contract, plus explicit nonnegative lcm/gcd predicates and input nonnegativity, whereas A’s extra invariants are mostly redundant or weaker/irrelevant."
321,B_stronger,"B states the full functional postcondition for the least common multiple result, while A only gives loop invariants and no explicit end-to-end ensures, so B more precisely characterizes the input-output behavior."
322,B_stronger,"B includes all of A’s essential loop facts about gcd and adds extra non-trivial constraints (e.g. gcd<=i, foo140==1, and output/product-related ensures), while A lacks those additional guarantees."
324,B_stronger,"B implies A’s observable behavior but adds stronger facts such as the exact factorial relationship for the loop state and the nonnegative/output digit invariants, whereas A only has weaker bounds and no precise functional characterization."
325,B_stronger,"B is strictly more informative because it characterizes the loop state with the factorial relation and gives an explicit nonnegative-digit postcondition, while A only has weaker numeric bounds and omits the factorial semantics."
326,B_stronger,"B implies A’s facts about the loop setup and adds substantially stronger content, including the factorial invariant and detailed digit-range/termination relations in the second loop, while A only states weak bounds on loop variables."
327,B_stronger,"B implies A’s visible facts (notably the loop invariant 2 <= i and the same computation structure) and adds non-trivial semantic information such as fact == prod2(2, i - 1), fact >= 1, and the post-loop digit constraints, whereas A only states 2 <= i."
328,B_stronger,"B states the exact recursive sums for the returned quantity via the loop structure and includes preservation of diff, while A only gives a few weaker and partly malformed invariants, so B more precisely characterizes the input-output behavior."
329,B_stronger,"B implies A’s facts (nonnegative diff, the loop bounds/initialization, and the cube-sum behavior) while A lacks B’s stronger functional postcondition and exact loop relations, so B is more informative."
330,B_stronger,"B implies A’s observable behavior but adds non-trivial information that A lacks, including the precondition diff >= 0, the exact loop summaries for max/result via sum1/sum3, and the invariant max == 0 in the first loop / max == sum1(j-1) in the second."
331,A_stronger,"A includes all of B’s substantive facts about the return cases and preservation of inputs, plus additional loop invariants about the loop bounds and result range that B lacks, making A more informative overall."
332,B_stronger,"B includes the same core behavior as A but also adds stronger, more explicit invariants about preserving the original inputs and the loop boundary cases, while A’s extra facts are mostly weaker numeric bounds and duplicate zero-trigger conditions."
333,A_stronger,"A and B share the same high-level case split, but A contains additional non-trivial loop facts about the accumulated product/result and zero/nonzero digit behavior that B does not express, while B adds no stronger postcondition beyond A’s."
334,B_stronger,"B includes the exact postcondition relating the result to defined recursive sums and stronger loop invariants tying `sum` and `sum1` to those mathematical functions, while A only records basic bounds and `sum1 == 0`."
335,B_stronger,"B includes the same top-level return cases as A and adds a precise relational loop invariant defining variable via prod_mod10, which is strictly more informative than A’s simple bounds and initialization facts."
339,B_stronger,"B’s loop invariant precisely characterizes the accumulated count via divcount_prefix and also constrains z as either its original value or negation, whereas A only gives loose bounds on result/index and lacks the exact functional relation."
340,B_stronger,"B includes the full functional postcondition that the result equals the divisor-counting recursive specification (plus bounds and input preservation), while A only provides weaker loop bounds and nonnegativity facts."
341,B_stronger,"B implies A’s loop facts and additionally specifies the exact divisor-counting result with a recursive logic function, making B strictly more informative."
342,A_stronger,"A includes substantive behavioral invariants relating result to the number of non-multiples seen so far, while B only states a simple lower-bound loop invariant and therefore A logically entails more informative output behavior than B."
343,incomparable,"A gives the nontrivial invariant 0 <= ret and ret <= loop - l, while B gives the parameter-stability invariants and c == Pre(c) that A lacks; neither set of facts logically implies the other."
344,B_stronger,"B contains the key functional facts that the counter is initialized nonnegative and bounded by the loop progress (including the base case ret==0 at c==l), while A’s invariants are weaker and also use inconsistent quantified bounds, so B more precisely characterizes the behavior."
345,B_stronger,"B includes the precise functional relation between the result and an explicit recursive specification of the even divisor sum, while A only gives weak bounds/parity invariants on locals and no output characterization."
347,B_stronger,"B implies A’s counting behavior via the loop invariant `count == div_count_up_to(x, i - 1)` and adds extra semantic facts about `x` stability and `y`’s normalization plus an exact postcondition, while A only gives weaker bounds on the loop variables."
348,incomparable,"A and B share the same core loop facts, but A additionally constrains count <= i - l while B adds a nontrivial precondition a != 0 and a semantic counting model; neither contract’s verified facts logically imply the other as a whole."
349,B_stronger,"B implies A’s loop facts (notably 1<=i<=n+1 and sum>=0 for n>=0) but also adds the precise recursive functional characterization of the result via odd_divisor_sum_up_to, which A lacks."
351,A_stronger,"A’s contract includes the non-trivial loop invariant linking `total` to the shifted input and the bit-pattern invariant for `i`, while B only states that `number` is unchanged and adds weaker/tautological facts, so A more precisely characterizes the computation."
352,B_stronger,"B includes the same key shift invariant and nonnegativity facts as A, and A lacks B's additional definition support is irrelevant but A also has extra bit-pattern invariants; however B omits those, so A is not implied by B."
353,A_stronger,"A implies the same key postcondition that the return value contains all bits of num, and it additionally characterizes the construction of max/result via detailed loop invariants about parity and bit positions that B lacks."
354,A_stronger,"A includes all of B’s substantive facts about the loop (notably sum == num >> even and 0 <= even) and additionally specifies detailed bitwise properties of result across even and odd bit positions, which B lacks."
355,A_stronger,"A implies B’s main loop facts (sum shift relation and nonnegative result) and adds many additional bit-level invariants about end that B lacks, while B only adds a special-case precondition/postcondition for num <= 0."
357,incomparable,"A includes a stronger and more detailed bit-position invariant over odd k (with a duplicated form), while B includes different facts such as n being unchanged and an initial res==0 condition, so neither contract’s non-precondition content implies the other."
358,B_stronger,"B is stronger because its loop invariants precisely relate the running state to recursive specifications of the sum and count of odd numbers, while A only states coarse arithmetic bounds and simple relations."
359,A_stronger,"A includes the core functional facts that the loop computes and relates ret, total, and c (e.g. ret == total*total and c == 2*total || c == 2*total + 1), while B only states a weak precondition and minimal loop bounds, so A logically characterizes the output more precisely."
360,equal,"Both contracts capture the same key behavior through the loop invariants (notably total == c/2, average == total*total, and c starting at 1), and each extra fact in A is either redundant or not materially stronger than B's size-prestate invariant."
361,equal,"The two contracts express the same essential loop facts and return behavior up to trivial duplication/reordering, and neither adds a non-trivial postcondition beyond the other."
362,B_stronger,"B is stronger because its loop invariants precisely relate the running state to recursive specifications of the even-sum and even-count, whereas A only gives coarse arithmetic bounds and tautological equalities."
363,B_stronger,"B is stronger because it captures the exact even-count and even-sum relations via recursive specifications in the loop invariants, while A only states weaker algebraic facts about the same variables and omits those precise functional characterizations."
364,B_stronger,"B gives a more precise case split on the input n and characterizes the result differently in each branch, while A only states one unconditional result formula with redundant bounds."
365,B_stronger,"B’s loop invariants precisely relate sum to a recursive odd-sum function and count to the number of odds up to i-1, while A only gives simpler algebraic relationships, so B logically implies more about the computation."
366,A_stronger,"A gives a substantive relational invariant tying sum and count directly to the loop index, while B’s postcondition is only trivial and its loop invariants are mostly equivalent prefix-recursion definitions plus a weaker bounds fact, so A more precisely characterizes the computation."
367,incomparable,"A guarantees that no divisor below i exists (with a duplicated invariant over d and a bound i<=n when n>=2), while B gives a postcondition about the returned value plus extra pre-state-related bounds on i and n preservation; neither contract’s facts fully imply the other."
368,B_stronger,"B has the same observable postcondition for the only explicit case plus additional functional constraints (well-defined input domain and positive modulus), while A’s extra loop invariants are weaker/less informative than B’s overall contract."
369,A_stronger,"A’s loop invariants encode the functional result property (0 iff no hit, otherwise the last matching index with maximality) while B only preserves input stability and omits any postcondition about result, so A is strictly more informative."
370,B_stronger,"B states a precise postcondition tying the result to the last matching index over the full input range, while A mainly gives loop invariants and weaker/less explicit facts, so B more fully characterizes input-output behavior."
371,A_stronger,"A includes the key maximality facts for all matching k and the nontrivial existence/selection properties of result, while B only states a one-way absence property when the result is 0."
372,B_stronger,"B precisely specifies the result as the divisor count via a recursive mathematical function and ties the loop state to it, while A only gives weaker range/ordering invariants about counters and does not characterize the returned value."
373,B_stronger,"B includes the functional invariant div <= index and the explicit relation to the pre-state number, while A’s extra invariants are mostly weaker/tautological bounds and do not imply B’s more informative content."
374,B_stronger,"B implies A’s loop facts about div bounds and c lower bound, and additionally specifies the exact divisor-counting relation via the recursive logic function, which A lacks."
375,B_stronger,"B implies A's loop fact 1<=r and adds stronger post-relevant invariants linking p to its pre-state and num to its pre-state, plus explicit input constraints, while A contains no non-trivial fact absent from B."
376,B_stronger,"B implies A’s invariants and adds the extra non-trivial facts that r is nonnegative and that m has been normalized to min(pre_m, pre_seed-pre_m), which A does not state."
378,B_stronger,"B implies A’s bounds on the loop index via the recursive prefix-sum invariant and additionally characterizes the accumulated sum exactly, while A only states weaker range facts about i and lacks any semantic relation between sum and the inputs."
379,B_stronger,"B is stronger because it includes a precise recursive characterization of the returned value via evens_sum together with tighter loop bounds/variant, while A only states parity and parameter stability invariants and does not characterize the result."
380,B_stronger,"B implies A’s loop facts about bounds and nonnegativity, and additionally specifies the exact accumulated sum via a recursive invariant and postcondition, making it strictly more informative."
381,B_stronger,"B’s loop invariant gives an exact functional characterization of the accumulated count via the recursive specification num_common_divisors_upto, which strictly implies A’s weaker bounds and nonnegativity facts, while A contains no nontrivial fact absent from B."
382,incomparable,"A gives a much stronger set of loop invariants about max being the latest matching index and its absence/presence characterization, while B has a nontrivial postcondition and cleaner bounds on max with pre-state stability of inputs, but neither contract’s postconditions/overall facts logically imply"
383,B_stronger,"B’s loop invariants precisely characterize the running divisor count via a recursive specification and maintain the tighter bound 0 <= count <= i - 1, while A only gives weaker bounds and redundant implications."
384,incomparable,"A specifies the standard binomial-coefficient computation behavior for all inputs it handles, while B only specifies that the function returns 0, so neither contract’s postconditions imply the other’s."
385,A_stronger,"A’s contract includes the concrete divisibility and range invariant facts tying the loop search to the returned result, while B only guarantees the weaker postcondition that a non-(-1) result is a divisible value in range and otherwise has mostly trivial/parameter-stability invariants."
386,A_stronger,"A includes all of B’s loop facts and adds extra non-trivial invariants relating num and b to the loop progress, so A logically characterizes the behavior more precisely than B."
387,incomparable,"A states an extra numeric bound on num when r changes, while B states explicit preservation/initial-case facts for r, c, and num in its loop invariant and postcondition; neither contract logically implies the other."
388,B_stronger,"B implies A’s loop fact that r never increases and additionally constrains c, result, and all inputs in the non-executing case plus a postcondition on the result, whereas A only states r <= its initial value."
389,A_stronger,"A includes all the substantive facts in B (notably q unchanged and a weaker progress relation on n) and adds extra non-trivial invariants relating p, q, n, and res that B does not express."
390,B_stronger,"B implies the arithmetic behavior of the loop result via the recursive prod_range postcondition and loop invariant, while A only states weak bounds on the loop index and no output characterization beyond termination-related facts."
392,B_stronger,"B implies A’s useful invariants about the loop counter and positivity while also stating an extra non-trivial fact (`ret > 0` and a stable `num`), whereas A’s extra bounds-style invariants do not add more than B’s post/invariant content."
393,B_stronger,"B precisely specifies the factorial result via `ensures result == fact(num) % 100` and a stronger loop invariant `ret == fact(loop - 1)`, while A only gives basic bounds and an initialization fact, so B implies more about the input-output behavior."
394,B_stronger,"B implies the returned value is the factorial prefix modulo 100 and maintains the key loop invariant ret == fact_prefix(loop-1), while A only constrains the loop much more weakly and does not characterize the result beyond the final modulo computation."
395,B_stronger,"B’s invariant `odd == 16 * sum4(c - 1)` precisely characterizes the accumulated sum and implies the key numeric facts in A, while A only gives weaker bounds/parity properties that do not recover B’s exact recurrence."
396,B_stronger,"B implies the same final result behavior and additionally specifies the exact returned value as a recursive sum, while A only states weak loop bounds and a parity invariant that do not characterize the function’s output."
397,A_stronger,"A includes concrete loop facts about the accumulator and bounds on the loop counter (including the nontrivial parity/divisibility invariant even % 16 == 0), while B provides only a trivial loop invariant and no informative postcondition beyond ensures true."
398,A_stronger,"A implies all of B’s meaningful loop facts about nonnegative progress and zero/positive cases, and A also adds extra invariants tying ret and number to the pre-state (including the exact unadvanced-state case when the input is nonpositive), so A is more informative."
399,B_stronger,"B includes all of A’s substantive facts about nonnegative result and value decreasing from a positive input, and additionally constrains value to stay within [0, Pre] when the prestate value is positive, which A does not state."
