model,case_id,method,valid,seconds,tokens,calls,origin
gpt-5.4-mini,70,SESpec_no_refine,True,59.13,3213,1,paper_archive
gpt-5.4-mini,70,LLM-C,True,0.9879853929887759,1633,1,paper_archive
gpt-5.4-mini,70,AutoSpec,True,58.314648,2542,1,paper_archive
gpt-5.4-mini,70,SpecGen,True,52.56835248900461,5262,2,paper_archive
gpt-5.4-mini,71,SESpec,True,153.13,14835,2,paper_archive
gpt-5.4-mini,71,SESpec_no_refine,False,53.14,10877,3,paper_archive
gpt-5.4-mini,71,LLM-C,True,1.1439103669981705,1717,1,paper_archive
gpt-5.4-mini,71,AutoSpec,True,40.249594,2665,1,paper_archive
gpt-5.4-mini,71,SpecGen,True,48.01461064304749,5569,2,paper_archive
gpt-5.4-mini,72,SESpec,True,262.5,39830,4,paper_archive
gpt-5.4-mini,72,SESpec_no_refine,False,11.1,3693,1,paper_archive
gpt-5.4-mini,72,LLM-C,True,1.5445263980072923,1800,1,paper_archive
gpt-5.4-mini,72,AutoSpec,True,105.237733,3204,1,paper_archive
gpt-5.4-mini,72,SpecGen,True,48.74434423803177,5532,2,paper_archive
gpt-5.4-mini,73,SESpec,True,207.91,5743,1,paper_archive
gpt-5.4-mini,73,SESpec_no_refine,True,60.1,3649,1,paper_archive
gpt-5.4-mini,73,LLM-C,False,0.31249025600004643,1921,1,paper_archive
gpt-5.4-mini,73,AutoSpec,False,141.13314361398807,3801,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,73,SpecGen,True,47.99316092101799,5219,2,paper_archive
gpt-5.4-mini,74,SESpec,True,704.19,107456,9,paper_archive
gpt-5.4-mini,74,SESpec_no_refine,False,28.07,4120,1,paper_archive
gpt-5.4-mini,74,LLM-C,True,8.752333619999945,2052,1,paper_archive
gpt-5.4-mini,74,AutoSpec,True,7.690144,3320,1,paper_archive
gpt-5.4-mini,74,SpecGen,False,504.11563935200684,8499,3,paper_archive
gpt-5.4-mini,75,SESpec,True,505.88,19164,2,paper_archive
gpt-5.4-mini,75,SESpec_no_refine,True,111.54,3834,1,paper_archive
gpt-5.4-mini,75,LLM-C,True,2.217703075002646,2010,1,paper_archive
gpt-5.4-mini,75,AutoSpec,True,9.912315,4928,1,paper_archive
gpt-5.4-mini,75,SpecGen,False,59.90588123998896,6353,3,paper_archive
gpt-5.4-mini,76,SESpec,True,49.57,25980,3,paper_archive
gpt-5.4-mini,76,SESpec_no_refine,False,8.01,2624,1,paper_archive
gpt-5.4-mini,76,LLM-C,True,10.865497406004579,1394,1,paper_archive
gpt-5.4-mini,76,AutoSpec,True,9.471331,1979,1,paper_archive
gpt-5.4-mini,76,SpecGen,True,35.429808166998555,2019,1,paper_archive
gpt-5.4-mini,77,SESpec,True,49.57,25980,3,paper_archive
gpt-5.4-mini,77,SESpec_no_refine,False,6.4,2588,1,paper_archive
gpt-5.4-mini,77,LLM-C,True,10.951121928999783,1394,1,paper_archive
gpt-5.4-mini,77,AutoSpec,True,9.494807,1978,1,paper_archive
gpt-5.4-mini,77,SpecGen,True,67.54277392401127,4380,2,paper_archive
gpt-5.4-mini,78,SESpec,True,49.57,25980,3,paper_archive
gpt-5.4-mini,78,SESpec_no_refine,True,12.91,2588,1,paper_archive
gpt-5.4-mini,78,LLM-C,True,10.838151763004134,1403,1,paper_archive
gpt-5.4-mini,78,AutoSpec,True,9.533686,1978,1,paper_archive
gpt-5.4-mini,78,SpecGen,True,35.47098882700084,2019,1,paper_archive
gpt-5.4-mini,79,SESpec,True,49.57,25980,3,paper_archive
gpt-5.4-mini,79,SESpec_no_refine,False,17.854284048080444,0,0,paper_archive+before_api_failure
gpt-5.4-mini,79,LLM-C,True,10.85680933399999,1412,1,paper_archive
gpt-5.4-mini,79,AutoSpec,True,9.572618,1988,1,paper_archive
gpt-5.4-mini,79,SpecGen,True,39.213286149984924,2038,1,paper_archive
gpt-5.4-mini,80,SESpec,True,49.57,25980,3,paper_archive
gpt-5.4-mini,80,SESpec_no_refine,False,21.46796989440918,0,0,paper_archive+before_api_failure
gpt-5.4-mini,80,LLM-C,True,10.774007653992157,1397,1,paper_archive
gpt-5.4-mini,80,AutoSpec,True,9.520529,1987,1,paper_archive
gpt-5.4-mini,80,SpecGen,True,29.635980059043504,2039,1,paper_archive
gpt-5.4-mini,81,SESpec,True,49.57,25980,3,paper_archive
gpt-5.4-mini,81,SESpec_no_refine,False,20.834704637527466,0,0,paper_archive+before_api_failure
gpt-5.4-mini,81,LLM-C,True,10.780984504992375,1406,1,paper_archive
gpt-5.4-mini,81,AutoSpec,True,18.198301,1990,1,paper_archive
gpt-5.4-mini,81,SpecGen,True,211.39055727799132,2023,1,paper_archive
gpt-5.4-mini,82,SESpec,True,650.24,150379,18,paper_archive
gpt-5.4-mini,82,SESpec_no_refine,False,18.017349004745483,0,0,paper_archive+before_api_failure
gpt-5.4-mini,82,LLM-C,False,10.786661271000412,1445,1,paper_archive
gpt-5.4-mini,82,AutoSpec,True,60.061008795993985,2316,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,82,SpecGen,False,333.9010119609884,4225,2,paper_archive
gpt-5.4-mini,83,SESpec,True,389.65,61256,7,paper_archive
gpt-5.4-mini,83,SESpec_no_refine,False,14.708322763442993,0,0,paper_archive+before_api_failure
gpt-5.4-mini,83,LLM-C,False,0.24350090000007185,1480,1,paper_archive
gpt-5.4-mini,83,AutoSpec,True,25.031617115004337,2315,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,83,SpecGen,False,234.89641900498827,4423,2,paper_archive
gpt-5.4-mini,84,SESpec,True,911.21,86799,8,paper_archive
gpt-5.4-mini,84,SESpec_no_refine,True,241.71,11262,3,paper_archive
gpt-5.4-mini,84,LLM-C,False,11.350895704003051,1662,1,paper_archive
gpt-5.4-mini,84,AutoSpec,True,35.04190244300116,2340,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,84,SpecGen,False,347.96957676102465,20075,7,paper_archive
gpt-5.4-mini,85,SESpec,True,78.1,15335,3,paper_archive
gpt-5.4-mini,85,SESpec_no_refine,False,24.06,10713,3,paper_archive
gpt-5.4-mini,85,LLM-C,True,0.8241068649949739,1412,1,paper_archive
gpt-5.4-mini,85,AutoSpec,True,25.033159972997964,2151,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,85,SpecGen,False,128.12058129800425,9520,4,paper_archive
gpt-5.4-mini,86,SESpec,True,82.29,2905,1,paper_archive
gpt-5.4-mini,86,SESpec_no_refine,True,154.71,10457,3,paper_archive
gpt-5.4-mini,86,LLM-C,False,0.25283041299917386,1473,1,paper_archive
gpt-5.4-mini,86,AutoSpec,True,35.04320268999436,2173,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,86,SpecGen,False,113.80653890501708,1997,1,paper_archive
gpt-5.4-mini,87,SESpec,True,49.68,22740,4,paper_archive
gpt-5.4-mini,87,SESpec_no_refine,True,208.27,10741,3,paper_archive
gpt-5.4-mini,87,LLM-C,False,10.703896109998823,1465,1,paper_archive
gpt-5.4-mini,87,AutoSpec,True,55.06608844100265,2125,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,87,SpecGen,False,39.45495854903129,1984,1,paper_archive
gpt-5.4-mini,88,SESpec,True,107.78,4738,1,paper_archive
gpt-5.4-mini,88,SESpec_no_refine,True,123.04,6587,2,paper_archive
gpt-5.4-mini,88,LLM-C,False,0.2665090299997246,1486,1,paper_archive
gpt-5.4-mini,88,AutoSpec,True,45.05406508198939,2168,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,88,SpecGen,False,183.06185900999117,1993,1,paper_archive
gpt-5.4-mini,89,SESpec,True,137.75,31943,5,paper_archive
gpt-5.4-mini,89,SESpec_no_refine,False,109.43,10920,3,paper_archive
gpt-5.4-mini,89,LLM-C,True,10.797927943000104,1449,1,paper_archive
gpt-5.4-mini,89,AutoSpec,True,25.035762329003774,2192,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,89,SpecGen,False,209.81599278800422,1986,1,paper_archive
gpt-5.4-mini,90,SESpec,True,94.77,12613,2,paper_archive
gpt-5.4-mini,90,SESpec_no_refine,False,126.58,10776,3,paper_archive
gpt-5.4-mini,90,LLM-C,True,10.92785111699959,1494,1,paper_archive
gpt-5.4-mini,90,AutoSpec,True,35.04678971499379,2131,1,paper_archive+rerun_estimate_1_steps
gpt-5.4-mini,90,SpecGen,False,44.44057329997304,2033,1,paper_archive
gpt-5.4-mini,91,SESpec,True,312.23,109174,9,paper_archive
gpt-5.4-mini,91,SESpec_no_refine,True,118.01,7956,2,paper_archive
gpt-5.4-mini,91,LLM-C,False,18.96906139701605,1920,1,paper_archive
gpt-5.4-mini,91,AutoSpec,False,1803.8213588740327,52373,15,paper_archive+step_logs
gpt-5.4-mini,91,SpecGen,False,70.0998926180182,2106,1,paper_archive
gpt-5.4-mini,92,SESpec,True,7.75,3612,1,paper_archive
gpt-5.4-mini,92,SESpec_no_refine,True,9.86,3646,1,paper_archive
gpt-5.4-mini,92,LLM-C,True,5.474344210000709,1666,1,paper_archive
gpt-5.4-mini,92,AutoSpec,False,14.188887,57565,20,paper_archive
gpt-5.4-mini,92,SpecGen,False,98.9273529049824,3117,2,paper_archive
gpt-5.4-mini,93,SESpec,True,14.11,3795,1,paper_archive
gpt-5.4-mini,93,SESpec_no_refine,False,3.2576184272766113,0,0,paper_archive+before_api_failure
gpt-5.4-mini,93,LLM-C,True,5.32477279601153,1595,1,paper_archive
gpt-5.4-mini,93,AutoSpec,False,10.754065,56449,20,paper_archive
gpt-5.4-mini,93,SpecGen,True,101.49115917197196,3055,2,paper_archive
gpt-5.4-mini,94,SESpec,True,0.85,0,0,paper_archive
gpt-5.4-mini,94,SESpec_no_refine,True,1.09,0,0,paper_archive
gpt-5.4-mini,94,LLM-C,True,4.074580396991223,1349,1,paper_archive
gpt-5.4-mini,94,AutoSpec,True,0.63327,1986,1,paper_archive
gpt-5.4-mini,94,SpecGen,True,31.30678425100632,1879,1,paper_archive
gpt-5.4-mini,95,SESpec,True,104.16,15313,3,paper_archive
gpt-5.4-mini,95,SESpec_no_refine,True,59.38,6460,2,paper_archive
gpt-5.4-mini,95,LLM-C,True,5.9806505989981815,1656,1,paper_archive
gpt-5.4-mini,95,AutoSpec,True,537.653499,69528,20,paper_archive
gpt-5.4-mini,95,SpecGen,True,32.668751224991865,2033,1,paper_archive
gpt-5.4-mini,96,SESpec,True,9.04,0,0,paper_archive
gpt-5.4-mini,96,SESpec_no_refine,True,10.7,0,0,paper_archive
gpt-5.4-mini,96,LLM-C,False,5.635844876000192,1897,1,paper_archive
gpt-5.4-mini,96,AutoSpec,True,18.060531,3305,1,paper_archive
gpt-5.4-mini,96,SpecGen,False,261.7925872459891,2377,1,paper_archive
gpt-5.4-mini,97,SESpec,True,15.33,0,0,paper_archive
gpt-5.4-mini,97,SESpec_no_refine,False,73.18,15255,4,paper_archive
gpt-5.4-mini,97,LLM-C,False,7.546621009008959,2185,1,paper_archive
gpt-5.4-mini,97,AutoSpec,True,13.579496,2645,1,paper_archive
gpt-5.4-mini,97,SpecGen,False,1820.7907405659207,9148,3,paper_archive
gpt-5.4-mini,98,SESpec,True,14.13,0,0,paper_archive
gpt-5.4-mini,98,SESpec_no_refine,False,44.64,14500,4,paper_archive
gpt-5.4-mini,98,LLM-C,False,17.371308683010284,1805,1,paper_archive
gpt-5.4-mini,98,AutoSpec,True,10.277465,2732,1,paper_archive
gpt-5.4-mini,98,SpecGen,False,1175.7610208420083,4904,2,paper_archive
gpt-5.4-mini,99,SESpec,True,12.71,0,0,paper_archive
gpt-5.4-mini,99,SESpec_no_refine,False,21.13,13762,4,paper_archive
gpt-5.4-mini,99,LLM-C,True,9.242477172985673,1917,1,paper_archive
gpt-5.4-mini,99,AutoSpec,True,14.727541,2761,1,paper_archive
gpt-5.4-mini,99,SpecGen,False,56.593806724005844,2433,1,paper_archive
gpt-5.4-mini,100,SESpec,True,49.14,9334,2,paper_archive
gpt-5.4-mini,100,SESpec_no_refine,True,4.95,3385,1,paper_archive
gpt-5.4-mini,100,LLM-C,False,10.480949396966025,1359,1,paper_archive
gpt-5.4-mini,100,AutoSpec,True,10.328332,2003,1,paper_archive
gpt-5.4-mini,100,SpecGen,True,36.94233368488494,1889,1,paper_archive
gpt-5.4-mini,101,SESpec,True,623.02,163404,15,paper_archive
gpt-5.4-mini,101,SESpec_no_refine,False,16.06,12634,3,paper_archive
gpt-5.4-mini,101,LLM-C,False,44.29158884100616,1720,1,paper_archive
gpt-5.4-mini,101,AutoSpec,True,1143.22368,62474,20,paper_archive
gpt-5.4-mini,101,SpecGen,False,324.05299383297097,2140,1,paper_archive
gpt-5.4-mini,102,SESpec,True,211.54,62482,7,paper_archive
gpt-5.4-mini,102,SESpec_no_refine,False,33.83,12667,3,paper_archive
gpt-5.4-mini,102,LLM-C,False,5.663096880016383,1539,1,paper_archive
gpt-5.4-mini,102,AutoSpec,False,1804.1699006450363,80644,20,paper_archive+step_logs
gpt-5.4-mini,102,SpecGen,False,157.5071634199703,4412,2,paper_archive
gpt-5.4-mini,103,SESpec,True,5.32,0,0,paper_archive
gpt-5.4-mini,103,SESpec_no_refine,False,19.74,13425,3,paper_archive
gpt-5.4-mini,103,LLM-C,True,3.9196642430033535,1341,1,paper_archive
gpt-5.4-mini,103,AutoSpec,True,0.556857,1929,1,paper_archive
gpt-5.4-mini,103,SpecGen,True,38.58312979800394,1875,1,paper_archive
gpt-5.4-mini,104,SESpec,True,288.69,77250,8,paper_archive
gpt-5.4-mini,104,SESpec_no_refine,False,20.66,13242,3,paper_archive
gpt-5.4-mini,104,LLM-C,False,17.30573891097447,1795,1,paper_archive
gpt-5.4-mini,104,AutoSpec,True,1226.146203,72886,20,paper_archive
gpt-5.4-mini,104,SpecGen,False,160.6415158630698,2281,1,paper_archive
gpt-5.4-mini,105,SESpec,True,818.07,234549,19,paper_archive
gpt-5.4-mini,105,SESpec_no_refine,False,1.8994300365447998,0,0,paper_archive+before_api_failure
gpt-5.4-mini,105,LLM-C,False,23.716614027973264,1658,1,paper_archive
gpt-5.4-mini,105,AutoSpec,True,230.616911,73714,20,paper_archive
gpt-5.4-mini,105,SpecGen,True,245.24220391607378,4592,2,paper_archive
gpt-5.4-mini,106,SESpec,True,295.57,71807,9,paper_archive
gpt-5.4-mini,106,SESpec_no_refine,False,73.76,12744,3,paper_archive
gpt-5.4-mini,106,LLM-C,False,17.72110021597473,1673,1,paper_archive
gpt-5.4-mini,106,AutoSpec,False,686.7719710170059,74097,20,autospec_step_archive+step_logs
gpt-5.4-mini,106,SpecGen,False,239.8388878220576,2314,1,paper_archive
gpt-5.4-mini,107,SESpec,True,543.15,84536,12,paper_archive
gpt-5.4-mini,107,SESpec_no_refine,False,46.79,14012,3,paper_archive
gpt-5.4-mini,107,LLM-C,False,5.139185735955834,1673,1,paper_archive
gpt-5.4-mini,107,AutoSpec,False,606.4306598939584,74093,20,autospec_step_archive+step_logs
gpt-5.4-mini,107,SpecGen,False,34.33998192497529,2142,1,paper_archive
gpt-5.4-mini,108,SESpec,True,3.27,0,0,paper_archive
gpt-5.4-mini,108,SESpec_no_refine,True,1.55,0,0,paper_archive
gpt-5.4-mini,108,LLM-C,True,4.643756983045023,1454,1,paper_archive
gpt-5.4-mini,108,AutoSpec,True,2.1888360000000002,2624,1,paper_archive
gpt-5.4-mini,108,SpecGen,True,28.683307517901994,2059,1,paper_archive
gpt-5.4-mini,109,SESpec,True,0.9,0,0,paper_archive
gpt-5.4-mini,109,SESpec_no_refine,True,1.2,0,0,paper_archive
gpt-5.4-mini,109,LLM-C,True,4.909444038989022,1443,1,paper_archive
gpt-5.4-mini,109,AutoSpec,True,2.81482,2453,1,paper_archive
gpt-5.4-mini,109,SpecGen,True,79.0642115570372,6597,3,paper_archive
gpt-5.4-mini,110,SESpec,True,88.23,40295,6,paper_archive
gpt-5.4-mini,110,SESpec_no_refine,False,24.41,11571,3,paper_archive
gpt-5.4-mini,110,LLM-C,False,5.8839388659689575,1872,1,paper_archive
gpt-5.4-mini,110,AutoSpec,True,617.052915,94438,20,paper_archive
gpt-5.4-mini,110,SpecGen,False,813.6216289440054,8877,3,paper_archive
gpt-5.4-mini,111,SESpec,True,148.34,22592,4,paper_archive
gpt-5.4-mini,111,SESpec_no_refine,False,15.78,11953,3,paper_archive
gpt-5.4-mini,111,LLM-C,True,8.501485183951445,1684,1,paper_archive
gpt-5.4-mini,111,AutoSpec,True,547.319161,72613,20,paper_archive
gpt-5.4-mini,111,SpecGen,True,36.2970551509643,2094,1,paper_archive
gpt-5.4-mini,112,SESpec,True,571.75,106041,12,paper_archive
gpt-5.4-mini,112,SESpec_no_refine,False,3.058664083480835,0,0,paper_archive+before_api_failure
gpt-5.4-mini,112,LLM-C,False,5.123042503953911,1641,1,paper_archive
gpt-5.4-mini,112,AutoSpec,False,1017.3708090780419,62006,20,autospec_step_archive+step_logs
gpt-5.4-mini,112,SpecGen,False,451.6562816960504,2156,1,paper_archive
gpt-5.4-mini,113,SESpec,True,169.88,23135,5,paper_archive
gpt-5.4-mini,113,SESpec_no_refine,False,7.249778509140015,0,0,paper_archive+before_api_failure
gpt-5.4-mini,113,LLM-C,False,16.57686972199008,1680,1,paper_archive
gpt-5.4-mini,113,AutoSpec,True,463.530738,65149,20,paper_archive
gpt-5.4-mini,113,SpecGen,True,152.32290242402814,4294,2,paper_archive
gpt-5.4-mini,114,SESpec,False,163.01,50953,12,paper_archive
gpt-5.4-mini,114,SESpec_no_refine,False,8.63,7878,2,paper_archive
gpt-5.4-mini,114,LLM-C,True,5.057185462967027,1657,1,paper_archive
gpt-5.4-mini,114,AutoSpec,False,526.7081480990164,64751,20,autospec_step_archive+step_logs
gpt-5.4-mini,114,SpecGen,False,131.2744364500395,2175,1,paper_archive
gpt-5.4-mini,115,SESpec,True,4.25,0,0,paper_archive
gpt-5.4-mini,115,SESpec_no_refine,False,15.21,12406,3,paper_archive
gpt-5.4-mini,115,LLM-C,True,4.262185087020043,1396,1,paper_archive
gpt-5.4-mini,115,AutoSpec,True,0.6438,2119,1,paper_archive
gpt-5.4-mini,115,SpecGen,True,78.00788424198981,4717,3,paper_archive
gpt-5.4-mini,116,SESpec,True,3.11,0,0,paper_archive
gpt-5.4-mini,116,SESpec_no_refine,True,27.9,3525,1,paper_archive
gpt-5.4-mini,116,LLM-C,True,5.395369269012008,1539,1,paper_archive
gpt-5.4-mini,116,AutoSpec,True,0.60093,2132,1,paper_archive
gpt-5.4-mini,116,SpecGen,True,28.60196364094736,1962,1,paper_archive
gpt-5.4-mini,117,SESpec,True,6.6,0,0,paper_archive
gpt-5.4-mini,117,SESpec_no_refine,False,15.2,10734,4,paper_archive
gpt-5.4-mini,117,LLM-C,True,3.5770117309875786,1403,1,paper_archive
gpt-5.4-mini,117,AutoSpec,True,1.7203840000000001,2151,1,paper_archive
gpt-5.4-mini,117,SpecGen,True,26.102938705997076,1921,1,paper_archive
gpt-5.4-mini,118,SESpec,True,6.19,0,0,paper_archive
gpt-5.4-mini,118,SESpec_no_refine,False,11.12,10919,4,paper_archive
gpt-5.4-mini,118,LLM-C,True,7.9237076040008105,1466,1,paper_archive
gpt-5.4-mini,118,AutoSpec,True,0.554316,2314,1,paper_archive
gpt-5.4-mini,118,SpecGen,True,29.6275605650153,1963,1,paper_archive
gpt-5.4-mini,119,SESpec,True,416.8,102470,13,paper_archive
gpt-5.4-mini,119,SESpec_no_refine,False,23.34,10652,3,paper_archive
gpt-5.4-mini,119,LLM-C,False,17.095494176028296,1727,1,paper_archive
gpt-5.4-mini,119,AutoSpec,True,709.14515,65133,20,paper_archive
gpt-5.4-mini,119,SpecGen,True,160.8000982629601,4309,2,paper_archive
gpt-5.4-mini,120,SESpec,True,842.71,327701,22,paper_archive
gpt-5.4-mini,120,SESpec_no_refine,True,58.86,7249,2,paper_archive
gpt-5.4-mini,120,LLM-C,False,5.006402019993402,1676,1,paper_archive
gpt-5.4-mini,120,AutoSpec,True,601.916145,95143,20,paper_archive
gpt-5.4-mini,120,SpecGen,False,485.0560300470679,10521,4,paper_archive
gpt-5.4-mini,121,SESpec,True,151.0,62483,9,paper_archive
gpt-5.4-mini,121,SESpec_no_refine,False,49.46,11102,3,paper_archive
gpt-5.4-mini,121,LLM-C,False,9.192381122964434,1728,1,paper_archive
gpt-5.4-mini,121,AutoSpec,False,1804.3947187130107,60909,20,paper_archive+step_logs
gpt-5.4-mini,121,SpecGen,False,55.89683865197003,2120,1,paper_archive
gpt-5.4-mini,122,SESpec,True,410.93,139916,12,paper_archive
gpt-5.4-mini,122,SESpec_no_refine,True,58.18,7087,2,paper_archive
gpt-5.4-mini,122,LLM-C,False,6.838809430948459,1581,1,paper_archive
gpt-5.4-mini,122,AutoSpec,False,1137.4064383560326,58705,20,autospec_step_archive+step_logs
gpt-5.4-mini,122,SpecGen,False,33.25431370199658,2047,1,paper_archive
gpt-5.4-mini,123,SESpec,True,417.57,84224,9,paper_archive
gpt-5.4-mini,123,SESpec_no_refine,False,3.211937189102173,0,0,paper_archive+before_api_failure
gpt-5.4-mini,123,LLM-C,False,5.476703438034747,1834,1,paper_archive
gpt-5.4-mini,123,AutoSpec,False,651.6837223789771,71858,20,autospec_step_archive+step_logs
gpt-5.4-mini,123,SpecGen,False,394.4363983310177,2051,1,paper_archive
gpt-5.4-mini,124,SESpec,True,394.97,83562,10,paper_archive
gpt-5.4-mini,124,SESpec_no_refine,True,86.47,7449,2,paper_archive
gpt-5.4-mini,124,LLM-C,False,6.199286150978878,1594,1,paper_archive
gpt-5.4-mini,124,AutoSpec,False,1804.0432058569859,48613,16,autospec_step_archive+step_logs
gpt-5.4-mini,124,SpecGen,False,145.71474204602418,2179,1,paper_archive
gpt-5.4-mini,125,SESpec,True,215.32,103895,12,paper_archive
gpt-5.4-mini,125,SESpec_no_refine,False,3.239271879196167,0,0,paper_archive+before_api_failure
gpt-5.4-mini,125,LLM-C,False,18.26193640200654,1706,1,paper_archive
gpt-5.4-mini,125,AutoSpec,False,1803.4188426460023,59438,18,autospec_step_archive+step_logs
gpt-5.4-mini,125,SpecGen,False,79.44142850994831,2110,1,paper_archive
gpt-5.4-mini,126,SESpec,True,555.12,363718,33,paper_archive
gpt-5.4-mini,126,SESpec_no_refine,False,3.9545254707336426,0,0,paper_archive+before_api_failure
gpt-5.4-mini,126,LLM-C,False,6.232300846022554,1781,1,paper_archive
gpt-5.4-mini,126,AutoSpec,False,1804.159993415,66914,18,autospec_step_archive+step_logs
gpt-5.4-mini,126,SpecGen,False,144.68379292701138,2352,1,paper_archive
gpt-5.4-mini,127,SESpec,True,270.3,54924,6,paper_archive
gpt-5.4-mini,127,SESpec_no_refine,False,4.299262046813965,0,0,paper_archive+before_api_failure
gpt-5.4-mini,127,LLM-C,False,8.635563588002697,1813,1,paper_archive
gpt-5.4-mini,127,AutoSpec,False,672.4923489749781,67697,20,autospec_step_archive+step_logs
gpt-5.4-mini,127,SpecGen,False,186.473414811946,5249,2,paper_archive
gpt-5.4-mini,128,SESpec,True,1.66,0,0,paper_archive
gpt-5.4-mini,128,SESpec_no_refine,True,2.51,0,0,paper_archive
gpt-5.4-mini,128,LLM-C,True,5.30809649603907,1645,1,paper_archive
gpt-5.4-mini,128,AutoSpec,True,2.5287230000000003,2508,1,paper_archive
gpt-5.4-mini,128,SpecGen,True,28.118851128034294,2035,1,paper_archive
gpt-5.4-mini,129,SESpec,True,4.32,0,0,paper_archive
gpt-5.4-mini,129,SESpec_no_refine,False,64.8,12373,3,paper_archive
gpt-5.4-mini,129,LLM-C,True,4.619117436988745,1456,1,paper_archive
gpt-5.4-mini,129,AutoSpec,True,0.941509,2410,1,paper_archive
gpt-5.4-mini,129,SpecGen,True,26.287262060912326,1962,1,paper_archive
gpt-5.4-mini,130,SESpec,True,114.65,15907,3,paper_archive
gpt-5.4-mini,130,SESpec_no_refine,False,25.74,10347,3,paper_archive
gpt-5.4-mini,130,LLM-C,False,5.5555029999814,1637,1,paper_archive
gpt-5.4-mini,130,AutoSpec,False,1652.5428847289877,60989,20,autospec_step_archive+step_logs
gpt-5.4-mini,130,SpecGen,False,30.06561250501545,2112,1,paper_archive
gpt-5.4-mini,131,SESpec,True,138.64,11002,3,paper_archive
gpt-5.4-mini,131,SESpec_no_refine,False,13.29,10936,3,paper_archive
gpt-5.4-mini,131,LLM-C,False,6.9506072050426155,1616,1,paper_archive
gpt-5.4-mini,131,AutoSpec,False,1162.6328263999894,67059,20,autospec_step_archive+step_logs
gpt-5.4-mini,131,SpecGen,False,328.4177870119456,2139,1,paper_archive
gpt-5.4-mini,132,SESpec,True,405.02,130117,10,paper_archive
gpt-5.4-mini,132,SESpec_no_refine,False,11.57,10764,3,paper_archive
gpt-5.4-mini,132,LLM-C,False,8.793068305007182,1592,1,paper_archive
gpt-5.4-mini,132,AutoSpec,False,967.9504876909778,66476,20,autospec_step_archive+step_logs
gpt-5.4-mini,132,SpecGen,False,1036.5214653389412,2106,1,paper_archive
gpt-5.4-mini,133,SESpec,True,18.8,7753,2,paper_archive
gpt-5.4-mini,133,SESpec_no_refine,False,2.3463258743286133,0,0,paper_archive+before_api_failure
gpt-5.4-mini,133,LLM-C,False,7.460668294981588,2027,1,paper_archive
gpt-5.4-mini,133,AutoSpec,False,1801.9902355049853,4938,2,paper_archive+step_logs
gpt-5.4-mini,133,SpecGen,True,35.68640801100992,2252,1,paper_archive
gpt-5.4-mini,134,SESpec,True,114.29,24744,4,paper_archive
gpt-5.4-mini,134,SESpec_no_refine,False,43.68,13277,4,paper_archive
gpt-5.4-mini,134,LLM-C,False,5.058652269945014,1645,1,paper_archive
gpt-5.4-mini,134,AutoSpec,True,475.143038,69398,20,paper_archive
gpt-5.4-mini,134,SpecGen,True,26.973787152965087,2132,1,paper_archive
gpt-5.4-mini,135,SESpec,True,199.98,53386,5,paper_archive
gpt-5.4-mini,135,SESpec_no_refine,False,2.23181414604187,0,0,paper_archive+before_api_failure
gpt-5.4-mini,135,LLM-C,True,4.267799285997171,1471,1,paper_archive
gpt-5.4-mini,135,AutoSpec,True,588.605403,57683,20,paper_archive
gpt-5.4-mini,135,SpecGen,False,126.42386242200155,1974,1,paper_archive
gpt-5.4-mini,136,SESpec,True,227.24,337688,25,paper_archive
gpt-5.4-mini,136,SESpec_no_refine,False,2.0445268154144287,0,0,paper_archive+before_api_failure
gpt-5.4-mini,136,LLM-C,False,17.22700914501911,1652,1,paper_archive
gpt-5.4-mini,136,AutoSpec,True,1254.570599,65265,20,paper_archive
gpt-5.4-mini,136,SpecGen,True,271.47808324504877,4556,2,paper_archive
gpt-5.4-mini,137,SESpec,True,1.22,0,0,paper_archive
gpt-5.4-mini,137,SESpec_no_refine,True,1.02,0,0,paper_archive
gpt-5.4-mini,137,LLM-C,True,24.35473224200541,1433,1,paper_archive
gpt-5.4-mini,137,AutoSpec,True,0.804412,2156,1,paper_archive
gpt-5.4-mini,137,SpecGen,True,25.151858794037253,1916,1,paper_archive
gpt-5.4-mini,138,SESpec,True,1.61,0,0,paper_archive
gpt-5.4-mini,138,SESpec_no_refine,True,1.82,0,0,paper_archive
gpt-5.4-mini,138,LLM-C,True,5.606369550980162,1471,1,paper_archive
gpt-5.4-mini,138,AutoSpec,True,0.560012,2252,1,paper_archive
gpt-5.4-mini,138,SpecGen,True,29.551971114997286,1959,1,paper_archive
gpt-5.4-mini,139,SESpec,True,7.58,0,0,paper_archive
gpt-5.4-mini,139,SESpec_no_refine,False,50.04,13403,3,paper_archive
gpt-5.4-mini,139,LLM-C,True,5.0492452179896645,1447,1,paper_archive
gpt-5.4-mini,139,AutoSpec,True,0.364862,2102,1,paper_archive
