model,case_id,sespec_path,baseline_path
gpt-5.4-mini,138,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/138/foo63.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/138/SpecGenBench_0339_merged.c
gpt-5.4-mini,139,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/139/foo139.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/139/SpecGenBench_0340_merged.c
gpt-5.4-mini,140,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/140/foo65.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/140/SpecGenBench_0341_merged.c
gpt-5.4-mini,141,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/141/foo66.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/141/SpecGenBench_0342_merged.c
gpt-5.4-mini,143,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/143/foo143.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/143/SpecGenBench_0344_merged.c
gpt-5.4-mini,144,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/144/foo144.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/144/SpecGenBench_0345_merged.c
gpt-5.4-mini,146,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/146/foo146.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/146/SpecGenBench_0350_merged.c
gpt-5.4-mini,148,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/148/foo148.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/148/SpecGenBench_0354_merged.c
gpt-5.4-mini,149,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/149/foo149.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/149/SpecGenBench_0355_merged.c
gpt-5.4-mini,150,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/150/foo150.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/150/FormalBench_0001_merged.c
gpt-5.4-mini,161,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/161/foo161.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/161/FormalBench_0012_merged.c
gpt-5.4-mini,165,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/165/foo165.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/165/FormalBench_0016_merged.c
gpt-5.4-mini,167,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/167/foo167.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/167/FormalBench_0018_merged.c
gpt-5.4-mini,171,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/171/foo171.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/171/FormalBench_0022_merged.c
gpt-5.4-mini,182,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/182/foo182.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/182/FormalBench_0037_merged.c
gpt-5.4-mini,185,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/185/foo185.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/185/FormalBench_0040_merged.c
gpt-5.4-mini,187,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/187/foo187.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/187/FormalBench_0045_merged.c
gpt-5.4-mini,189,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/189/foo189.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/189/FormalBench_0047_merged.c
gpt-5.4-mini,190,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/190/foo190.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/190/FormalBench_0048_merged.c
gpt-5.4-mini,195,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/195/foo195.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/195/FormalBench_0053_merged.c
gpt-5.4-mini,196,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/196/foo196.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/196/FormalBench_0054_merged.c
gpt-5.4-mini,197,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/197/foo197.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/197/FormalBench_0055_merged.c
gpt-5.4-mini,200,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/200/foo200.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/200/FormalBench_0058_merged.c
gpt-5.4-mini,204,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/204/foo204.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/204/FormalBench_0062_merged.c
gpt-5.4-mini,205,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/205/foo205.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/205/FormalBench_0063_merged.c
gpt-5.4-mini,214,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/214/foo214.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/214/FormalBench_0073_merged.c
gpt-5.4-mini,215,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/215/foo215.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/215/FormalBench_0074_merged.c
gpt-5.4-mini,218,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/218/foo218.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/218/FormalBench_0077_merged.c
gpt-5.4-mini,219,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/219/foo219.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/219/FormalBench_0078_merged.c
gpt-5.4-mini,222,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/222/foo222.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/222/FormalBench_0081_merged.c
gpt-5.4-mini,225,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/225/foo225.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/225/FormalBench_0084_merged.c
gpt-5.4-mini,229,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/229/foo229.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/229/FormalBench_0088_merged.c
gpt-5.4-mini,230,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/230/foo230.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/230/FormalBench_0089_merged.c
gpt-5.4-mini,231,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/231/foo231.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/231/FormalBench_0090_merged.c
gpt-5.4-mini,232,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/232/foo91.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/232/FormalBench_0091_merged.c
gpt-5.4-mini,233,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/233/foo233.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/233/FormalBench_0092_merged.c
gpt-5.4-mini,234,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/234/foo234.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/234/FormalBench_0093_merged.c
gpt-5.4-mini,235,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/235/foo235.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/235/FormalBench_0094_merged.c
gpt-5.4-mini,245,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/245/foo104.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/245/FormalBench_0104_merged.c
gpt-5.4-mini,247,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/247/foo247.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/247/FormalBench_0106_merged.c
gpt-5.4-mini,250,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/250/foo250.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/250/FormalBench_0109_merged.c
gpt-5.4-mini,253,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/253/foo253.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/253/FormalBench_0115_merged.c
gpt-5.4-mini,254,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/254/foo254.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/254/FormalBench_0116_merged.c
gpt-5.4-mini,255,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/255/foo255.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/255/FormalBench_0118_merged.c
gpt-5.4-mini,256,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/256/foo256.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/256/FormalBench_0119_merged.c
gpt-5.4-mini,257,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/257/foo257.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/257/FormalBench_0120_merged.c
gpt-5.4-mini,260,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/260/foo260.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/260/FormalBench_0123_merged.c
gpt-5.4-mini,261,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/261/foo261.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/261/FormalBench_0127_merged.c
gpt-5.4-mini,262,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/262/foo262.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/262/FormalBench_0129_merged.c
gpt-5.4-mini,263,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/263/foo263.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/263/FormalBench_0130_merged.c
gpt-5.4-mini,264,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/264/foo264.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/264/FormalBench_0139_merged.c
gpt-5.4-mini,265,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/265/foo265.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/265/FormalBench_0142_merged.c
gpt-5.4-mini,267,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/267/foo267.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/267/FormalBench_0144_merged.c
gpt-5.4-mini,270,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/270/foo270.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/270/FormalBench_0147_merged.c
gpt-5.4-mini,271,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/271/foo271.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/271/FormalBench_0148_merged.c
gpt-5.4-mini,272,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/272/foo272.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/272/FormalBench_0152_merged.c
gpt-5.4-mini,273,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/273/foo273.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/273/FormalBench_0153_merged.c
gpt-5.4-mini,274,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/274/foo274.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/274/FormalBench_0154_merged.c
gpt-5.4-mini,275,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/275/foo275.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/275/FormalBench_0155_merged.c
gpt-5.4-mini,277,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/277/foo277.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/277/FormalBench_0158_merged.c
gpt-5.4-mini,278,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/278/foo278.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/278/FormalBench_0159_merged.c
gpt-5.4-mini,279,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/279/foo279.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/279/FormalBench_0160_merged.c
gpt-5.4-mini,280,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/280/foo280.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/280/FormalBench_0164_merged.c
gpt-5.4-mini,281,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/281/foo165.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/281/FormalBench_0165_merged.c
gpt-5.4-mini,282,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/282/foo282.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/282/FormalBench_0166_merged.c
gpt-5.4-mini,283,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/283/foo283.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/283/FormalBench_0170_merged.c
gpt-5.4-mini,284,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/284/foo284.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/284/FormalBench_0171_merged.c
gpt-5.4-mini,285,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/285/foo285.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/285/FormalBench_0173_merged.c
gpt-5.4-mini,286,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/286/foo286.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/286/FormalBench_0178_merged.c
gpt-5.4-mini,290,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/290/foo290.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/290/FormalBench_0182_merged.c
gpt-5.4-mini,291,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/291/foo291.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/291/FormalBench_0183_merged.c
gpt-5.4-mini,292,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/292/foo292.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/292/FormalBench_0184_merged.c
gpt-5.4-mini,295,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/295/foo295.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/295/FormalBench_0187_merged.c
gpt-5.4-mini,297,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/297/foo297.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/297/FormalBench_0189_merged.c
gpt-5.4-mini,298,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/298/foo197.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/298/FormalBench_0197_merged.c
gpt-5.4-mini,299,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/299/foo201.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/299/FormalBench_0201_merged.c
gpt-5.4-mini,300,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/300/foo300.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/300/FormalBench_0202_merged.c
gpt-5.4-mini,301,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/301/foo301.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/301/FormalBench_0203_merged.c
gpt-5.4-mini,303,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/303/foo303.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/303/FormalBench_0206_merged.c
gpt-5.4-mini,304,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/304/foo304.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/304/FormalBench_0207_merged.c
gpt-5.4-mini,305,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/305/foo305.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/305/FormalBench_0208_merged.c
gpt-5.4-mini,306,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/306/foo306.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/306/FormalBench_0209_merged.c
gpt-5.4-mini,307,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/307/foo307.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/307/FormalBench_0210_merged.c
gpt-5.4-mini,308,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/308/foo308.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/308/FormalBench_0211_merged.c
gpt-5.4-mini,309,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/309/foo309.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/309/FormalBench_0212_merged.c
gpt-5.4-mini,310,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/310/foo310.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/310/FormalBench_0069_merged.c
gpt-5.4-mini,311,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/311/foo311.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/311/FormalBench_0111_merged.c
gpt-5.4-mini,312,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/312/foo312.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/312/FormalBench_0112_merged.c
gpt-5.4-mini,314,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/314/foo314.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/314/FormalBench_0117_merged.c
gpt-5.4-mini,315,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/315/foo315.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/315/FormalBench_0128_merged.c
gpt-5.4-mini,316,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/316/foo316.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/316/FormalBench_0132_merged.c
gpt-5.4-mini,317,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/317/foo317.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/317/FormalBench_0133_merged.c
gpt-5.4-mini,318,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/318/foo318.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/318/FormalBench_0134_merged.c
gpt-5.4-mini,319,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/319/foo319.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/319/FormalBench_0135_merged.c
gpt-5.4-mini,320,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/320/foo320.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/320/FormalBench_0136_merged.c
gpt-5.4-mini,321,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/321/foo321.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/321/FormalBench_0137_merged.c
gpt-5.4-mini,322,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/322/foo322.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/322/FormalBench_0140_merged.c
gpt-5.4-mini,323,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/323/foo323.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/323/FormalBench_0141_merged.c
gpt-5.4-mini,324,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/324/foo324.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/324/FormalBench_0149_merged.c
gpt-5.4-mini,325,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/325/foo325.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/325/FormalBench_0150_merged.c
gpt-5.4-mini,326,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/326/foo326.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/326/FormalBench_0151_merged.c
gpt-5.4-mini,327,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/327/foo327.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/327/FormalBench_0156_merged.c
gpt-5.4-mini,328,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/328/foo328.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/328/FormalBench_0161_merged.c
gpt-5.4-mini,329,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/329/foo329.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/329/FormalBench_0162_merged.c
gpt-5.4-mini,330,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/330/foo330.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/330/FormalBench_0163_merged.c
gpt-5.4-mini,331,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/331/foo331.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/331/FormalBench_0167_merged.c
gpt-5.4-mini,332,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/332/foo332.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/332/FormalBench_0168_merged.c
gpt-5.4-mini,333,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/333/foo333.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/333/FormalBench_0169_merged.c
gpt-5.4-mini,335,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/335/foo335.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/335/FormalBench_0174_merged.c
gpt-5.4-mini,339,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/339/foo339.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/339/FormalBench_0190_merged.c
gpt-5.4-mini,340,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/340/foo340.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/340/FormalBench_0191_merged.c
gpt-5.4-mini,341,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/341/foo341.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/341/FormalBench_0192_merged.c
gpt-5.4-mini,342,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/342/foo342.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/342/FormalBench_0193_merged.c
